ground_truth_id,entity_type,entity_id,behavior_type,risk_pattern,is_anomalous,severity,pattern_start,pattern_end,related_entity_ids
GT00597,Account,ACC0063128,round_tripping,AML_MEDIUM,true,medium,2024-04-22,2024-07-29,P002861|TX00005799|TX00003689|TX00004450|TX00000796
GT00598,Person,P042279,layering,FRAUD_MEDIUM,true,medium,2022-07-20,2022-12-23,P001491|TX00002852|TX00008864
GT00599,Person,P062264,shell_company,FRAUD_MEDIUM,true,critical,2023-02-02,,P004437|TX00002935|P002731
GT00600,Account,ACC0063914,false_invoice,AML_MEDIUM,true,high,2023-09-29,2024-03-19,P001371|P002733|TX00008957
GT00601,Account,ACC0061510,normal,NORMAL,false,info,2023-01-22,,TX00000456|TX00004891|P002876|P001620|TX00000712
GT00602,Person,P016329,smurfing,AML_MEDIUM,true,medium,2023-12-11,,P002528|TX00007140
GT00603,Person,P094305,normal,NORMAL,false,info,2023-09-19,2023-12-30,TX00003327|P000894|TX00000929|TX00009708
GT00604,Person,P029196,smurfing,AML_MEDIUM,true,low,2025-08-26,2025-11-05,TX00007341|TX00003391|P003070|TX00004700|P004581|TX00006372
GT00605,Account,ACC0115232,rapid_movement,AML_HIGH,true,low,2024-09-24,,TX00008898|TX00000841|P001212|TX00004303|TX00003732
GT00606,Person,P012450,round_tripping,AML_LOW,true,high,2025-02-13,2025-08-03,P001995|TX00001916|TX00001577|TX00007755|P004591|P000496
GT00607,Person,P088749,false_invoice,AML_LOW,true,high,2023-10-31,,TX00002753|TX00008966|TX00004327|P004575
GT00608,Account,ACC0120737,layering,AML_HIGH,true,medium,2022-04-23,2022-08-10,P003669|P002586|P004532|P001086|P000727|TX00009873|P004406
GT00609,Account,ACC0120997,structuring,AML_MEDIUM,true,low,2022-04-14,2022-06-07,P003250|TX00005979|TX00006295|TX00006417|TX00006701|P003494|TX00003608|P003430
GT00610,Account,ACC0057723,layering,AML_HIGH,true,high,2025-12-03,,P003119|P004668|P002739|TX00002243
GT00611,Account,ACC0041847,shell_company,AML_HIGH,true,medium,2022-05-29,,TX00008426|TX00001211|TX00005129
GT00612,Person,P024087,rapid_movement,FRAUD_MEDIUM,true,critical,2023-11-29,,P002288|TX00003320
GT00613,Account,ACC0126022,structuring,FRAUD_MEDIUM,true,high,2023-10-25,2024-03-11,TX00007189|TX00008612|TX00008511|TX00006576|P004625|TX00004570|TX00004645
GT00614,Account,ACC0129184,normal,NORMAL,false,info,2025-05-18,,P004277|TX00006201
GT00615,Person,P015110,rapid_movement,AML_LOW,true,low,2025-02-06,,TX00008061|TX00007808|TX00005747|TX00009268|TX00004119
GT00616,Person,P085191,layering,FRAUD_MEDIUM,true,high,2023-03-14,2023-06-12,TX00001617|TX00004990
GT00617,Person,P067325,false_invoice,FRAUD_MEDIUM,true,low,2024-10-15,2025-03-24,TX00006038|P002725|TX00007983|P004102|TX00005334|TX00003105
GT00618,Account,ACC0131854,round_tripping,AML_LOW,true,high,2023-01-02,2023-04-24,P001207|TX00005301|TX00002548|TX00006220|TX00009123|P003529|TX00002159
GT00619,Account,ACC0017554,structuring,FRAUD_HIGH,true,critical,2022-04-23,2022-05-05,P001076|TX00001228|TX00004203|P000183
GT00620,Person,P082854,shell_company,FRAUD_MEDIUM,true,high,2024-07-07,,TX00005131|P002359
GT00621,Account,ACC0132938,false_invoice,FRAUD_HIGH,true,low,2022-10-25,2023-01-25,TX00001194|TX00001780|P004073
GT00622,Account,ACC0003635,normal,NORMAL,false,info,2023-02-07,,TX00004991|TX00007881
GT00623,Account,ACC0076807,rapid_movement,AML_LOW,true,medium,2022-11-09,,TX00007879|P002185|TX00000047|TX00005105|TX00009190
GT00624,Person,P093866,round_tripping,AML_HIGH,true,critical,2024-06-23,,TX00009359|TX00004372|TX00000499|TX00002139|TX00005612|P002451|P002492|TX00009365
GT00625,Company,C06106,shell_company,FRAUD_HIGH,true,medium,2023-10-18,2023-11-06,TX00002991|TX00000420|TX00002824
GT00626,Person,P071873,layering,AML_LOW,true,critical,2025-02-16,,TX00001205|P003298|TX00004200|TX00001010|TX00002717
GT00627,Person,P059692,shell_company,AML_LOW,true,medium,2024-04-18,2024-08-02,TX00003165|TX00004154|TX00006741|TX00000640|P001991|TX00002645|TX00005311
GT00628,Person,P023851,false_invoice,AML_MEDIUM,true,critical,2025-02-10,,TX00009845|P004141|P000936|TX00000126|TX00001418|TX00008953
GT00629,Account,ACC0071073,normal,NORMAL,false,info,2023-12-27,,P003189|TX00002401|TX00009342|P003044|TX00009925|TX00001300
GT00630,Account,ACC0040737,normal,NORMAL,false,info,2023-10-06,2024-01-11,P001086|TX00002472|P000696|TX00003726
GT00631,Account,ACC0081358,structuring,AML_LOW,true,medium,2022-10-30,2022-12-21,TX00001818|TX00006917|TX00004727|TX00009610|P004468|TX00008579
GT00632,Person,P076177,shell_company,FRAUD_MEDIUM,true,high,2025-07-15,2025-11-04,P001287|TX00006980|TX00003421|P002037|TX00007748|TX00003465|TX00004873
GT00633,Account,ACC0048132,normal,NORMAL,false,info,2023-12-01,2023-12-25,TX00003739|P000275|TX00009553|P003050|P003156
GT00634,Account,ACC0053749,shell_company,FRAUD_MEDIUM,true,high,2023-02-27,,TX00005027|TX00009538|TX00000269|TX00008758|TX00005938|TX00007512|TX00007683
GT00635,Account,ACC0075183,false_invoice,FRAUD_HIGH,true,low,2025-03-14,,P001910|TX00005880|TX00000861|P004499
GT00636,Account,ACC0072886,structuring,FRAUD_HIGH,true,high,2023-07-17,2023-11-22,P004571|TX00001539|TX00009470|P003749|TX00003813|P001816
GT00637,Account,ACC0145397,normal,NORMAL,false,info,2023-02-06,2023-02-25,P000058|P001640|TX00005290|P004785|TX00000247
GT00638,Account,ACC0025211,smurfing,FRAUD_MEDIUM,true,medium,2023-01-19,2023-04-09,TX00006914|TX00008346|TX00006477
GT00639,Person,P077123,structuring,FRAUD_MEDIUM,true,high,2024-11-09,,P003558|P004448|P001133
GT00640,Account,ACC0028653,structuring,AML_LOW,true,high,2025-02-25,,TX00002310|P004797|P003488|TX00005519
GT00641,Person,P048925,smurfing,AML_HIGH,true,high,2023-11-21,2024-02-05,TX00001873|TX00006360
GT00642,Account,ACC0076918,normal,NORMAL,false,info,2025-01-11,,TX00002654|P004355
GT00643,Account,ACC0064957,structuring,AML_MEDIUM,true,high,2025-04-17,2025-10-02,TX00001322|TX00003607|TX00008873|TX00001130
GT00644,Account,ACC0119640,normal,NORMAL,false,info,2025-11-13,,TX00004013|TX00007749|TX00000420
GT00645,Account,ACC0023788,smurfing,AML_HIGH,true,critical,2025-07-21,2025-08-19,P003610|TX00003152
GT00646,Account,ACC0075945,layering,FRAUD_MEDIUM,true,low,2022-04-08,2022-06-03,TX00004965|TX00001461|TX00005455
GT00647,Account,ACC0103133,shell_company,AML_MEDIUM,true,critical,2022-10-24,,TX00009971|TX00002067
GT00648,Account,ACC0020839,smurfing,AML_HIGH,true,medium,2025-12-07,,TX00007432|TX00007761
GT00649,Person,P045660,normal,NORMAL,false,info,2024-02-24,2024-08-15,P003911|P004412
GT00650,Company,C03300,layering,AML_MEDIUM,true,medium,2023-09-03,,TX00007753|TX00008356|P001220|P001558|TX00008105|TX00006620|TX00002745
GT00651,Account,ACC0089572,structuring,AML_MEDIUM,true,medium,2024-03-01,,TX00009580|TX00003950|TX00002059|TX00005045|TX00000148
GT00652,Account,ACC0090892,round_tripping,AML_MEDIUM,true,critical,2023-11-21,2024-05-03,P004285|TX00008910|TX00009139|TX00006839
GT00653,Company,C05941,normal,NORMAL,false,info,2024-06-23,,P002522|TX00006767|P003499
GT00654,Account,ACC0024192,smurfing,AML_HIGH,true,low,2023-04-02,2023-07-15,TX00001260|TX00002947|P003417
GT00655,Account,ACC0087561,round_tripping,FRAUD_MEDIUM,true,critical,2023-10-12,2024-01-27,P002843|TX00009681
GT00656,Account,ACC0141141,round_tripping,AML_LOW,true,medium,2025-12-18,,TX00003949|TX00006915|P004417|P003386|P000180|P004052|P002094|TX00009104
GT00657,Person,P002998,layering,FRAUD_MEDIUM,true,low,2025-12-08,,P001444|TX00006643|TX00009966|P001600|TX00008541|P000588
GT00658,Person,P043581,rapid_movement,AML_LOW,true,critical,2022-07-10,2022-11-13,TX00008597|TX00006803|TX00005114|P001452|TX00002939|P000945
GT00659,Company,C01118,structuring,AML_MEDIUM,true,critical,2022-01-30,2022-03-27,P002472|TX00005424|TX00003039|TX00004860
GT00660,Account,ACC0081012,layering,FRAUD_MEDIUM,true,medium,2024-12-01,,TX00004279|TX00000494|P000343|TX00002289|TX00007980|TX00004492
GT00661,Person,P051796,round_tripping,AML_HIGH,true,low,2022-02-26,2022-08-22,P003719|TX00009025|TX00000091|TX00002273
GT00662,Person,P063650,false_invoice,AML_LOW,true,medium,2022-07-12,,TX00002596|TX00009096|P000180|TX00006672
GT00663,Person,P033269,normal,NORMAL,false,info,2023-06-11,2023-09-01,TX00002918|P000761|TX00007888|TX00002849
GT00664,Account,ACC0092577,normal,NORMAL,false,info,2024-11-11,2025-03-29,TX00007799|TX00004876|TX00008037|TX00002962|TX00009872|TX00007335|P002288
GT00665,Account,ACC0006919,layering,AML_LOW,true,critical,2022-04-25,2022-08-25,P004601|TX00004905|TX00007920|P004879|TX00002960|P004076|P002951|TX00003906
GT00666,Company,C06638,round_tripping,AML_LOW,true,low,2024-08-31,,TX00007773|TX00006368|TX00009456|TX00005377|TX00003044|P002016
GT00667,Person,P099522,smurfing,AML_HIGH,true,medium,2023-08-29,2023-10-19,P004914|TX00004435|TX00007274|P004446
GT00668,Account,ACC0130193,smurfing,AML_LOW,true,high,2025-10-20,2025-12-05,TX00002074|TX00002483|TX00002060|TX00005196|TX00004704|P004353
GT00669,Account,ACC0142307,rapid_movement,AML_HIGH,true,high,2024-01-01,2024-06-25,P004158|TX00003950|TX00003769|P004747|TX00003134|P001035|P000406|TX00007432
GT00670,Person,P057738,smurfing,AML_LOW,true,critical,2022-12-28,,TX00006275|P000950|TX00005881|TX00008357|TX00002102|P001531|TX00007763
GT00671,Company,C03329,false_invoice,AML_LOW,true,medium,2025-04-16,,TX00003046|TX00009562|TX00002842|TX00001358|P000471|TX00001173
GT00672,Person,P034917,normal,NORMAL,false,info,2023-12-01,2024-01-03,P002936|TX00006339|P003156|TX00000226
GT00673,Account,ACC0129487,normal,NORMAL,false,info,2024-02-28,,TX00000759|TX00006647
GT00674,Company,C04194,smurfing,AML_MEDIUM,true,low,2022-02-20,2022-03-20,TX00000274|TX00009819|P000901|TX00008748|TX00002227|TX00004598|TX00009246
GT00675,Account,ACC0148259,smurfing,AML_HIGH,true,high,2025-02-21,2025-03-28,TX00008637|TX00007142
GT00676,Person,P071643,structuring,AML_MEDIUM,true,low,2025-12-17,2026-01-01,TX00003368|TX00001841|P003042|TX00004598|P003775|P001305
GT00677,Account,ACC0137630,layering,FRAUD_HIGH,true,high,2024-10-31,,TX00005963|TX00008024|TX00002569|TX00009190|TX00003407|TX00007333|TX00001932
GT00678,Account,ACC0099005,layering,AML_MEDIUM,true,medium,2025-01-27,,TX00003695|TX00004093|TX00007128|TX00004886|TX00000599|TX00008444
GT00679,Account,ACC0051431,false_invoice,FRAUD_HIGH,true,high,2023-06-28,2023-10-14,P004473|P004788
GT00680,Account,ACC0094172,normal,NORMAL,false,info,2022-04-12,2022-07-17,P003242|TX00007855|P000572|TX00005738
GT00681,Person,P018132,rapid_movement,FRAUD_MEDIUM,true,low,2022-03-12,2022-04-15,TX00001341|TX00004887|P002081
GT00682,Account,ACC0145803,structuring,FRAUD_HIGH,true,high,2022-08-25,2022-12-24,P001808|P001274|TX00005014|P000788|TX00001990|P001535|TX00003355
GT00683,Account,ACC0147463,shell_company,FRAUD_HIGH,true,high,2024-04-15,2024-07-07,P000529|P004230
GT00684,Account,ACC0012060,layering,AML_LOW,true,low,2024-06-11,2024-07-07,TX00002075|TX00003424
GT00685,Account,ACC0074349,round_tripping,AML_HIGH,true,critical,2022-10-06,,TX00005424|TX00000304|TX00000213
GT00686,Account,ACC0061666,layering,AML_MEDIUM,true,low,2022-08-05,,TX00007495|TX00009422
GT00687,Person,P007764,round_tripping,AML_LOW,true,medium,2025-11-30,2026-01-01,TX00007899|TX00000387|TX00007216
GT00688,Person,P001860,normal,NORMAL,false,info,2023-06-12,2023-09-03,TX00003913|TX00008017
GT00689,Account,ACC0059676,shell_company,AML_MEDIUM,true,medium,2024-12-12,,TX00009711|P003289|P002337|TX00003687|TX00006296|TX00004394|P004585|P004655
GT00690,Person,P044916,shell_company,AML_HIGH,true,critical,2024-11-03,,P000837|P002626|TX00007119|P001238|TX00004964|TX00008850|TX00005177
GT00691,Account,ACC0023978,layering,AML_LOW,true,medium,2023-03-08,,TX00005851|P002684|P004291
GT00692,Company,C01893,normal,NORMAL,false,info,2024-11-02,,P004624|P001581|P000349|P004463
GT00693,Account,ACC0065073,layering,AML_HIGH,true,low,2023-12-01,2024-02-23,TX00008887|TX00008655|TX00002473
GT00694,Account,ACC0029046,smurfing,FRAUD_HIGH,true,critical,2023-08-13,,TX00007101|P004464|TX00006421|TX00008283|P002305|TX00001290|TX00003805
GT00695,Account,ACC0098723,layering,FRAUD_HIGH,true,medium,2023-10-17,,TX00006069|P000641
GT00696,Account,ACC0096259,normal,NORMAL,false,info,2023-09-06,2023-11-13,P004476|TX00009411|P001508|TX00009369|P002421
GT00697,Person,P034009,rapid_movement,FRAUD_MEDIUM,true,low,2023-03-16,2023-06-15,P000806|TX00001529|TX00005201|P004323|TX00006877|P002736
GT00698,Account,ACC0015636,rapid_movement,AML_LOW,true,high,2024-08-14,2025-01-08,TX00005405|TX00006450|P002378|TX00004766|TX00009003|P001189|P003808
GT00699,Person,P056455,structuring,FRAUD_MEDIUM,true,medium,2025-01-15,2025-05-13,TX00007672|TX00008945|P004872|TX00002498|TX00001289|P003494
GT00700,Person,P051490,smurfing,AML_HIGH,true,medium,2024-08-20,,TX00009466|TX00002377
GT00701,Account,ACC0108509,round_tripping,FRAUD_HIGH,true,high,2022-02-11,2022-08-07,TX00009201|TX00008558|P004514|TX00000845|P004578|P002661|P000486|TX00005836
GT00702,Account,ACC0030174,structuring,FRAUD_HIGH,true,critical,2023-05-19,,P004032|P002447|P001051|TX00007181
GT00703,Person,P005809,smurfing,FRAUD_MEDIUM,true,medium,2023-12-20,2024-05-09,TX00006658|TX00001241
GT00704,Person,P052196,normal,NORMAL,false,info,2024-07-12,,TX00004661|TX00005447|TX00007590
GT00705,Person,P001126,normal,NORMAL,false,info,2023-01-18,,TX00005598|P004432|TX00008319|P000777|TX00001645|TX00003246
GT00706,Person,P098316,layering,AML_HIGH,true,high,2024-08-19,,P000885|TX00007277|TX00006415|P004405|TX00009811
GT00707,Person,P080298,false_invoice,AML_MEDIUM,true,medium,2023-01-03,2023-03-08,P004935|P002955|P003395|TX00008107
GT00708,Person,P087497,normal,NORMAL,false,info,2025-02-09,2025-05-21,TX00009879|TX00004017|TX00003014|TX00001569
GT00709,Account,ACC0112483,round_tripping,AML_HIGH,true,medium,2025-09-29,2026-01-01,P003528|P002694|TX00007563
GT00710,Person,P082463,smurfing,AML_HIGH,true,medium,2025-05-02,2025-05-30,TX00007705|P001778
GT00711,Account,ACC0113702,false_invoice,AML_HIGH,true,medium,2022-06-01,,TX00005050|TX00004226|TX00002371|P001511|TX00000996|P004231|P000622|TX00002996
GT00712,Account,ACC0092914,shell_company,FRAUD_HIGH,true,high,2022-09-08,2023-01-07,P000400|TX00001186|TX00009251|P004264|P003935|TX00004082|TX00003190
GT00713,Person,P094331,normal,NORMAL,false,info,2024-03-13,,TX00008884|TX00002388
GT00714,Person,P057743,structuring,AML_HIGH,true,high,2024-08-22,2024-10-18,TX00008112|P000638
GT00715,Account,ACC0132657,normal,NORMAL,false,info,2024-04-10,,TX00000655|P001574|TX00006321|TX00006147|P004953|TX00002363|TX00005449
GT00716,Person,P082652,rapid_movement,AML_HIGH,true,low,2024-05-30,,TX00002934|TX00006785|P004157|P000985|TX00006500|TX00004437|TX00007081|P000897
GT00717,Account,ACC0007803,false_invoice,AML_HIGH,true,critical,2023-05-08,2023-06-14,TX00003794|P004958|TX00003650|TX00009355|P003815|TX00006809
GT00718,Person,P027382,shell_company,AML_HIGH,true,medium,2023-07-28,2023-09-05,P001589|TX00005901|TX00000497|TX00007539|TX00003215|TX00007555|TX00006248|P004678
GT00719,Person,P041228,rapid_movement,FRAUD_MEDIUM,true,medium,2025-07-18,2025-08-08,P004766|TX00001532|TX00006337|TX00003860|TX00005314
GT00720,Account,ACC0082560,smurfing,FRAUD_MEDIUM,true,critical,2024-03-31,2024-08-18,TX00003482|TX00008837|TX00001938|TX00008756|TX00004330|TX00006858|TX00007068
GT00721,Person,P096237,normal,NORMAL,false,info,2022-10-06,2023-01-28,P001476|P004748|TX00008617
GT00722,Account,ACC0000813,normal,NORMAL,false,info,2022-04-14,2022-05-05,TX00002686|P001383|TX00003684|P002158|P003072|TX00006748
GT00723,Account,ACC0099518,normal,NORMAL,false,info,2025-12-04,,TX00007881|P002313|P002199|TX00004289
GT00724,Person,P038542,round_tripping,AML_MEDIUM,true,medium,2022-11-27,2023-03-03,P003570|P000068|TX00001258|P003308|TX00008596
GT00725,Account,ACC0085822,normal,NORMAL,false,info,2024-02-20,,P002371|P003857|P002334|P000330|TX00004381|TX00005453|TX00006538|TX00006471
GT00726,Person,P096358,false_invoice,FRAUD_MEDIUM,true,low,2022-07-02,2022-09-12,TX00007840|TX00001257|P003046|TX00002641|TX00005446
GT00727,Account,ACC0005210,structuring,AML_HIGH,true,medium,2024-05-28,2024-07-28,P002427|P004418|TX00003176|TX00001858|TX00004097|TX00007191|P001178|P001804
GT00728,Account,ACC0112639,rapid_movement,AML_MEDIUM,true,medium,2023-04-21,2023-06-23,TX00009021|TX00004528|P001792|TX00007140|P004164|TX00008237
GT00729,Person,P010272,rapid_movement,FRAUD_MEDIUM,true,high,2023-03-22,2023-07-19,TX00005655|TX00006482
GT00730,Account,ACC0033613,false_invoice,FRAUD_HIGH,true,low,2023-09-02,,TX00007019|TX00005273
GT00731,Account,ACC0059224,normal,NORMAL,false,info,2023-01-05,2023-03-20,P000832|P003867|TX00005620|TX00008312
GT00732,Account,ACC0085731,structuring,FRAUD_MEDIUM,true,critical,2023-04-15,2023-09-11,P002050|TX00001495|P000734|TX00003322|TX00004497|TX00000770|TX00003730
GT00733,Account,ACC0142798,rapid_movement,FRAUD_MEDIUM,true,low,2022-02-02,2022-07-30,TX00006688|TX00000487|TX00008243|TX00004793|TX00009791|P001144|TX00008301|TX00007709
GT00734,Account,ACC0029078,smurfing,AML_MEDIUM,true,critical,2022-09-18,2022-11-17,P000341|TX00008771
GT00735,Account,ACC0032597,smurfing,AML_MEDIUM,true,medium,2025-03-06,,TX00003289|TX00009722|TX00009771|TX00003325
GT00736,Account,ACC0092512,normal,NORMAL,false,info,2022-01-15,2022-05-23,P001998|P004693|TX00001677
GT00737,Person,P027583,rapid_movement,AML_LOW,true,low,2022-04-02,,TX00001908|TX00003822|P002417|TX00007623|P002803|TX00007321|TX00006015
GT00738,Account,ACC0036128,normal,NORMAL,false,info,2024-11-20,2025-05-15,TX00001234|TX00009028|TX00002717|TX00002057|TX00001151
GT00739,Person,P069884,false_invoice,FRAUD_MEDIUM,true,medium,2023-06-23,2023-07-22,TX00000957|TX00000493|TX00008353|TX00005216
GT00740,Person,P029982,normal,NORMAL,false,info,2023-07-18,2023-09-15,P004385|TX00003757|P000406
GT00741,Person,P001811,false_invoice,AML_LOW,true,critical,2022-08-13,2023-01-17,TX00003773|TX00002588|P004214
GT00742,Person,P000004,normal,NORMAL,false,info,2022-05-22,,TX00001384|TX00006701|TX00007881|TX00006047|TX00004154|P003990
GT00743,Person,P067498,shell_company,FRAUD_HIGH,true,critical,2023-04-04,,P004999|P000908|TX00003324|TX00002213|P003841
GT00744,Person,P070105,normal,NORMAL,false,info,2022-07-04,,TX00008304|TX00009599|TX00004717|P004331|TX00001691
GT00745,Account,ACC0082601,smurfing,AML_HIGH,true,critical,2023-03-22,2023-04-01,TX00005337|TX00008792|TX00002829|P004530
GT00746,Account,ACC0015390,round_tripping,FRAUD_MEDIUM,true,critical,2023-01-03,,TX00009038|TX00005434|TX00007300|TX00000300|TX00009018|P002806|TX00007110
GT00747,Account,ACC0015635,false_invoice,AML_MEDIUM,true,low,2024-03-03,2024-07-31,TX00009056|TX00002911|TX00002062|P002107|TX00008917
GT00748,Person,P005191,shell_company,FRAUD_HIGH,true,critical,2025-02-18,2025-07-22,TX00008984|P001007|TX00004666|TX00008169|TX00003603|P002413
GT00749,Account,ACC0075683,smurfing,AML_LOW,true,medium,2022-03-11,2022-03-22,TX00006618|TX00000481|TX00006555|TX00000593
GT00750,Person,P031321,normal,NORMAL,false,info,2023-02-15,2023-07-29,TX00008143|TX00003959|TX00009550|P002621|TX00003139|TX00008792
GT00751,Person,P050777,shell_company,AML_HIGH,true,critical,2024-02-04,2024-05-12,P004438|TX00005038|TX00005877|TX00008810|TX00000901
GT00752,Account,ACC0089668,layering,FRAUD_MEDIUM,true,low,2024-07-18,2024-08-24,P002238|P003075|TX00003015|TX00000547|TX00000226|TX00003028|TX00004452|P002760
GT00753,Account,ACC0097801,rapid_movement,AML_LOW,true,high,2023-02-19,2023-03-17,P003234|TX00005983|TX00003640|TX00001652
GT00754,Account,ACC0025174,structuring,FRAUD_HIGH,true,low,2023-11-15,2023-12-03,TX00006063|TX00009647|TX00005948|P000685|TX00000357|TX00009576
GT00755,Company,C01664,false_invoice,AML_MEDIUM,true,high,2024-03-21,,TX00007013|TX00007545
GT00756,Account,ACC0098843,shell_company,AML_HIGH,true,high,2024-08-26,2025-01-13,TX00001542|TX00001984|TX00000794|P002120|TX00008465|TX00009172|TX00005279
GT00757,Person,P030836,normal,NORMAL,false,info,2025-09-30,,P003696|TX00000981|TX00003379|TX00000730|TX00009751|P000244|P001031|TX00003749
GT00758,Account,ACC0042586,smurfing,FRAUD_HIGH,true,critical,2023-01-23,2023-06-26,TX00004372|TX00004223|P002445|TX00005267|P002102|P000448|TX00003641
GT00759,Person,P023987,normal,NORMAL,false,info,2022-08-26,,TX00001082|P000468|P001843
GT00760,Account,ACC0107029,shell_company,AML_LOW,true,medium,2024-12-05,2025-04-18,P001711|P002895|TX00008664|TX00000337|TX00009532|P002458
GT00761,Person,P033368,false_invoice,FRAUD_MEDIUM,true,high,2024-08-30,,TX00002713|TX00005741|P001136|TX00007293|P003402|TX00002922|TX00006121
GT00762,Account,ACC0060385,layering,AML_LOW,true,low,2023-02-28,2023-04-04,TX00007279|P000100
GT00763,Person,P087073,normal,NORMAL,false,info,2022-02-26,2022-05-02,TX00004493|TX00005120|TX00008966|TX00008431|TX00002368|TX00006089|TX00003941
GT00764,Account,ACC0057648,rapid_movement,AML_HIGH,true,medium,2024-01-20,,P003946|TX00007123|TX00004026|TX00007520
GT00765,Person,P011600,false_invoice,AML_LOW,true,high,2023-04-21,,P004760|TX00003042|P002274|TX00006067|TX00008886|P000800|TX00004224
GT00766,Account,ACC0023333,normal,NORMAL,false,info,2025-07-26,,TX00008831|TX00005313|TX00004109|TX00009802
GT00767,Person,P032243,smurfing,FRAUD_MEDIUM,true,medium,2024-09-22,2024-12-08,P001259|TX00001572|TX00001467|TX00008515|TX00008535
GT00768,Account,ACC0128421,layering,AML_HIGH,true,low,2023-11-22,2024-04-16,TX00000425|TX00000209|TX00007641
GT00769,Account,ACC0097078,rapid_movement,AML_MEDIUM,true,low,2023-04-03,2023-07-01,TX00004340|P003450|TX00001044|P003307
GT00770,Account,ACC0054730,round_tripping,FRAUD_HIGH,true,medium,2022-03-23,2022-08-09,TX00003392|P004416|TX00003559|TX00005962|TX00005782|TX00003676|P002988|TX00008385
GT00771,Account,ACC0140314,normal,NORMAL,false,info,2025-02-10,,TX00009869|TX00006988|TX00004798
GT00772,Person,P023010,normal,NORMAL,false,info,2023-01-22,2023-04-24,TX00000990|TX00003423|P003556|TX00004873|TX00009341|TX00008698
GT00773,Account,ACC0143508,shell_company,FRAUD_HIGH,true,medium,2023-03-21,,TX00008699|P003436|P003252|TX00002670|P002044|TX00001241|P004012|TX00007587
GT00774,Account,ACC0149993,structuring,FRAUD_MEDIUM,true,critical,2025-03-21,2025-07-23,TX00009718|TX00007104
GT00775,Account,ACC0145403,normal,NORMAL,false,info,2025-06-20,2025-10-22,TX00008145|P004916
GT00776,Account,ACC0067889,shell_company,AML_LOW,true,medium,2025-12-30,2026-01-01,TX00005975|TX00006854|P004549|TX00008606
GT00777,Account,ACC0027852,normal,NORMAL,false,info,2022-10-07,2023-01-16,TX00008722|TX00002407
GT00778,Account,ACC0099468,rapid_movement,AML_LOW,true,medium,2025-11-28,2025-12-19,P003354|TX00002494|TX00009825|TX00003300|TX00004805|TX00001539|TX00000354
GT00779,Person,P006270,normal,NORMAL,false,info,2025-01-17,2025-05-25,TX00007327|P004806
GT00780,Account,ACC0073438,structuring,AML_MEDIUM,true,low,2023-05-21,,TX00006685|P002707|TX00009113
GT00781,Account,ACC0012925,shell_company,AML_LOW,true,low,2023-06-15,,P001700|TX00007693
GT00782,Account,ACC0046086,layering,AML_LOW,true,medium,2024-02-07,2024-04-09,P004962|TX00000586|TX00008173|P002718|P001356|TX00008313|TX00008930|TX00005004
GT00783,Account,ACC0124889,structuring,FRAUD_HIGH,true,high,2024-05-28,2024-07-28,P001470|TX00005114|TX00004984|TX00003661|TX00004842|P000776
GT00784,Account,ACC0058903,false_invoice,AML_MEDIUM,true,high,2024-07-02,2024-07-18,P000089|TX00007488
GT00785,Account,ACC0098938,normal,NORMAL,false,info,2022-11-10,,TX00004408|TX00005852|TX00007351|P000401|P002470|P002243
GT00786,Account,ACC0051008,shell_company,FRAUD_HIGH,true,high,2024-01-11,,TX00006447|TX00002059
GT00787,Account,ACC0134413,layering,FRAUD_MEDIUM,true,high,2023-01-12,2023-04-06,TX00006524|P001749|TX00009756|TX00004218|P004324|P002019
GT00788,Account,ACC0028265,smurfing,AML_MEDIUM,true,high,2024-12-18,2025-04-12,TX00007527|TX00009316|P003263|P003710|TX00009371|P000250
GT00789,Account,ACC0061857,smurfing,FRAUD_MEDIUM,true,high,2024-05-21,2024-06-29,P004833|P003238|P004847|TX00000794|TX00004306|TX00005829
GT00790,Person,P026935,smurfing,AML_MEDIUM,true,critical,2024-03-23,,P001160|TX00003698
GT00791,Person,P024624,round_tripping,AML_HIGH,true,high,2024-10-06,,TX00001832|TX00006945|TX00001074|TX00001621
GT00792,Account,ACC0037280,normal,NORMAL,false,info,2024-04-11,2024-07-23,TX00008348|P003274|P002582
GT00793,Person,P081003,structuring,FRAUD_MEDIUM,true,high,2024-01-14,2024-02-16,P001480|TX00005572|TX00008560
GT00794,Person,P001619,layering,AML_HIGH,true,low,2024-12-30,,TX00001063|TX00000752|TX00009228|TX00003436
GT00795,Account,ACC0000217,normal,NORMAL,false,info,2022-06-27,2022-09-30,TX00001226|P002049|TX00002561|P004157|P002662|TX00001854
GT00796,Account,ACC0063549,shell_company,AML_LOW,true,medium,2022-11-20,2023-05-10,P000090|P000544
GT00797,Account,ACC0132677,normal,NORMAL,false,info,2024-08-07,2024-10-03,P003238|TX00008713
GT00798,Account,ACC0034886,round_tripping,AML_LOW,true,low,2023-03-06,2023-06-01,TX00002602|TX00005552|TX00006677|TX00009699
GT00799,Account,ACC0045018,false_invoice,FRAUD_HIGH,true,low,2024-01-31,2024-05-29,TX00008013|P000435|TX00001419
GT00800,Account,ACC0084363,structuring,FRAUD_HIGH,true,high,2023-08-06,,P003604|TX00001995|TX00005961
GT00801,Account,ACC0010079,round_tripping,AML_MEDIUM,true,low,2025-07-21,2025-09-09,TX00004051|P002121|TX00002726|P004538|P004767|TX00007054
