account_id,owner_id,owner_type,institution_id,account_type,currency,opened_at,closed_at,status,average_balance,city,country
ACC0000736,P038577,Person,BNK009,Mobile Money,USD,2025-10-22,,Active,4010,Addis Ababa,Ethiopia
ACC0000737,P053512,Person,BNK018,Business,ETB,2022-10-15,,Closed,220118,Dire Dawa,Ethiopia
ACC0000738,P060507,Person,BNK008,Fixed Deposit,ETB,2023-12-03,,Active,67788,Addis Ababa,Ethiopia
ACC0000739,P027965,Person,BNK014,Current,ETB,2025-02-08,,Closed,174526,Addis Ababa,Ethiopia
ACC0000740,P033006,Person,BNK006,Mobile Money,ETB,2022-01-05,,Active,1461,Hawassa,Ethiopia
ACC0000741,P054250,Person,BNK016,Fixed Deposit,AED,2024-06-21,,Active,1602,Gondar,Ethiopia
ACC0000742,P082353,Person,BNK004,Savings,ETB,2025-05-27,,Closed,110725,Addis Ababa,Ethiopia
ACC0000743,C07397,Company,BNK011,Savings,ETB,2022-06-20,,Active,15842,Addis Ababa,Ethiopia
ACC0000744,P033672,Person,BNK001,Savings,ETB,2023-02-24,,Active,42019,Dessie,Ethiopia
ACC0000745,P063711,Person,BNK010,Mobile Money,ETB,2023-05-17,2023-11-15,Closed,39375,Nekemte,Ethiopia
ACC0000746,P037404,Person,BNK017,Savings,ETB,2022-02-25,,Closed,7124,Addis Ababa,Ethiopia
ACC0000747,P019369,Person,BNK017,Fixed Deposit,ETB,2024-01-20,,Active,14227,Jijiga,Ethiopia
ACC0000748,C06567,Company,BNK001,Current,ETB,2023-10-07,,Active,17856,Gondar,Ethiopia
ACC0000749,P011290,Person,BNK014,Business,ETB,2023-08-27,2024-03-25,Closed,4209,Addis Ababa,Ethiopia
ACC0000750,P008138,Person,BNK002,Savings,ETB,2023-01-16,,Active,15775,Hawassa,Ethiopia
ACC0000751,P000245,Person,BNK019,Business,AED,2024-08-30,,Closed,42535,Addis Ababa,Ethiopia
ACC0000752,P048088,Person,BNK013,Business,ETB,2025-03-10,,Closed,3038,Adama,Ethiopia
ACC0000753,P075950,Person,BNK003,Fixed Deposit,ETB,2022-05-10,2023-06-13,Closed,77540,Jimma,Ethiopia
ACC0000754,P019835,Person,BNK001,Mobile Money,ETB,2022-04-24,,Active,4070,Addis Ababa,Ethiopia
ACC0000755,P014010,Person,BNK015,Savings,ETB,2025-02-13,,Active,17343,Dire Dawa,Ethiopia
ACC0000756,P025763,Person,BNK007,Business,ETB,2024-07-11,,Active,7727,Dire Dawa,Ethiopia
ACC0000757,P032394,Person,BNK014,Savings,ETB,2025-12-01,,Active,3677,Adama,Ethiopia
ACC0000758,P080173,Person,BNK018,Mobile Money,ETB,2023-06-09,,Active,8940,Adama,Ethiopia
ACC0000759,C01468,Company,BNK011,Mobile Money,ETB,2024-10-05,,Active,89737,Hawassa,Ethiopia
ACC0000760,C06936,Company,BNK020,Savings,ETB,2022-06-07,,Dormant,311939,Dessie,Ethiopia
ACC0000761,P070052,Person,BNK012,Current,ETB,2022-09-04,,Active,19823,Gondar,Ethiopia
ACC0000762,P069819,Person,BNK003,Fixed Deposit,ETB,2024-05-29,,Closed,33242,Bahir Dar,Ethiopia
ACC0000763,P062528,Person,BNK006,Business,ETB,2025-06-26,,Active,28368,Addis Ababa,Ethiopia
ACC0000764,P038689,Person,BNK014,Savings,ETB,2025-01-22,,Active,26954,Mekelle,Ethiopia
ACC0000765,P088682,Person,BNK010,Fixed Deposit,CHF,2025-01-23,,Active,10249,Nekemte,Ethiopia
ACC0000766,C09484,Company,BNK010,Savings,ETB,2022-03-24,,Active,10644,Addis Ababa,Ethiopia
ACC0000767,P061825,Person,BNK004,Savings,ETB,2022-07-11,2024-01-26,Closed,37689,Hawassa,Ethiopia
ACC0000768,C03554,Company,BNK016,Savings,ETB,2025-05-22,,Active,8788,Mekelle,Ethiopia
ACC0000769,P094322,Person,BNK004,Business,ETB,2024-06-06,,Active,14140,Shashamane,Ethiopia
ACC0000770,P001686,Person,BNK010,Savings,ETB,2024-04-26,,Active,42650,Hawassa,Ethiopia
ACC0000771,P059219,Person,BNK012,Mobile Money,USD,2022-05-01,,Closed,35655,Addis Ababa,Ethiopia
ACC0000772,P083542,Person,BNK013,Mobile Money,ETB,2022-07-12,,Active,133447,Addis Ababa,Ethiopia
ACC0000773,P033360,Person,BNK018,Fixed Deposit,ETB,2024-04-19,,Active,65778,Addis Ababa,Ethiopia
ACC0000774,P013002,Person,BNK006,Mobile Money,ETB,2023-06-30,,Active,9071,Addis Ababa,Ethiopia
ACC0000775,P059460,Person,BNK003,Current,ETB,2022-09-19,,Active,24914,Addis Ababa,Ethiopia
ACC0000776,P045868,Person,BNK002,Mobile Money,ETB,2023-10-26,,Closed,581,Dessie,Ethiopia
ACC0000777,P076535,Person,BNK014,Fixed Deposit,ETB,2025-07-20,,Frozen,45198,Jimma,Ethiopia
ACC0000778,P000477,Person,BNK006,Current,CHF,2024-10-31,,Active,34098,Dessie,Ethiopia
ACC0000779,P005004,Person,BNK006,Business,ETB,2024-09-19,,Closed,1570,Dire Dawa,Ethiopia
ACC0000780,C08802,Company,BNK004,Business,ETB,2023-02-09,,Active,37555,Adama,Ethiopia
ACC0000781,C08374,Company,BNK001,Current,ETB,2024-08-10,,Active,17571,Addis Ababa,Ethiopia
ACC0000782,C09007,Company,BNK008,Fixed Deposit,ETB,2024-09-16,,Active,23942,Adama,Ethiopia
ACC0000783,P095358,Person,BNK006,Mobile Money,ETB,2022-02-08,,Active,24402,Mekelle,Ethiopia
ACC0000784,P088481,Person,BNK003,Mobile Money,ETB,2024-11-09,,Closed,3396,Addis Ababa,Ethiopia
ACC0000785,C05141,Company,BNK004,Fixed Deposit,ETB,2024-11-20,,Closed,55460,Addis Ababa,Ethiopia
ACC0000786,C05852,Company,BNK008,Current,ETB,2023-04-30,,Closed,15221,Shashamane,Ethiopia
ACC0000787,P093776,Person,BNK019,Business,ETB,2023-07-08,,Active,30167,Dessie,Ethiopia
ACC0000788,P099178,Person,BNK003,Current,ETB,2024-02-29,,Closed,20672,Hosaena,Ethiopia
ACC0000789,P011187,Person,BNK015,Savings,ETB,2023-05-14,,Closed,72709,Hawassa,Ethiopia
ACC0000790,P027615,Person,BNK018,Current,ETB,2022-02-08,,Active,13011,Addis Ababa,Ethiopia
ACC0000791,P015467,Person,BNK015,Mobile Money,ETB,2025-08-29,,Active,2802,Mekelle,Ethiopia
ACC0000792,P003568,Person,BNK011,Savings,ETB,2022-05-31,,Active,1516,Gondar,Ethiopia
ACC0000793,P065195,Person,BNK017,Current,ETB,2025-03-12,,Closed,4677,Addis Ababa,Ethiopia
ACC0000794,P022184,Person,BNK020,Current,ETB,2024-06-16,,Active,143923,Jijiga,Ethiopia
ACC0000795,C08628,Company,BNK005,Business,ETB,2025-09-15,2025-12-09,Closed,8512,Dire Dawa,Ethiopia
ACC0000796,C09782,Company,BNK017,Current,ETB,2024-12-31,,Active,14089,Addis Ababa,Ethiopia
ACC0000797,C04665,Company,BNK018,Fixed Deposit,ETB,2024-03-16,2025-07-15,Closed,8102,Hawassa,Ethiopia
ACC0000798,P016144,Person,BNK010,Fixed Deposit,USD,2025-10-15,,Active,35963,Addis Ababa,Ethiopia
ACC0000799,C06530,Company,BNK012,Mobile Money,ETB,2022-04-20,,Closed,12978,Bahir Dar,Ethiopia
ACC0000800,C08847,Company,BNK006,Current,ETB,2022-08-17,,Active,28752,Addis Ababa,Ethiopia
ACC0000801,C09209,Company,BNK009,Fixed Deposit,ETB,2025-06-21,,Closed,9670,Adama,Ethiopia
ACC0000802,P067096,Person,BNK018,Business,ETB,2024-04-27,,Dormant,3479,Addis Ababa,Ethiopia
ACC0000803,P076910,Person,BNK012,Fixed Deposit,ETB,2022-11-24,,Closed,22010,Nekemte,Ethiopia
ACC0000804,P027669,Person,BNK007,Current,ETB,2024-06-16,,Closed,4694,Bishoftu,Ethiopia
ACC0000805,C02176,Company,BNK004,Savings,ETB,2023-04-14,,Active,50094,Addis Ababa,Ethiopia
ACC0000806,P076793,Person,BNK010,Fixed Deposit,ETB,2025-01-24,2025-10-22,Closed,1336,Addis Ababa,Ethiopia
ACC0000807,P069691,Person,BNK002,Business,ETB,2023-07-19,,Closed,49742,Addis Ababa,Ethiopia
ACC0000808,P035889,Person,BNK003,Fixed Deposit,ETB,2023-05-20,,Active,15275,Debre Birhan,Ethiopia
ACC0000809,P072394,Person,BNK020,Mobile Money,USD,2024-12-14,,Active,14689,Addis Ababa,Ethiopia
ACC0000810,P012345,Person,BNK010,Savings,ETB,2025-08-28,,Closed,4647,Gondar,Ethiopia
ACC0000811,P008530,Person,BNK016,Business,ETB,2025-05-31,,Active,3580,Addis Ababa,Ethiopia
ACC0000812,C09088,Company,BNK016,Mobile Money,ETB,2022-07-15,,Active,49836,Shashamane,Ethiopia
ACC0000813,P094509,Person,BNK008,Fixed Deposit,ETB,2023-07-07,2025-08-25,Closed,12228,Jimma,Ethiopia
ACC0000814,C05742,Company,BNK012,Fixed Deposit,ETB,2023-09-28,,Active,22960,Addis Ababa,Ethiopia
ACC0000815,C03401,Company,BNK010,Business,ETB,2025-12-25,,Active,17663,Addis Ababa,Ethiopia
ACC0000816,P076514,Person,BNK009,Current,ETB,2024-08-17,,Closed,2791,Nekemte,Ethiopia
ACC0000817,C01534,Company,BNK019,Current,ETB,2025-08-18,,Active,14417,Dire Dawa,Ethiopia
ACC0000818,P062821,Person,BNK017,Mobile Money,ETB,2023-10-23,,Active,6535,Addis Ababa,Ethiopia
ACC0000819,P034482,Person,BNK001,Savings,ETB,2022-07-18,,Active,9285,Mekelle,Ethiopia
ACC0000820,C04882,Company,BNK016,Savings,ETB,2024-12-27,,Closed,81067,Addis Ababa,Ethiopia
ACC0000821,P099492,Person,BNK005,Current,ETB,2025-01-28,,Closed,9057,Dire Dawa,Ethiopia
ACC0000822,P001668,Person,BNK002,Current,ETB,2024-01-15,,Active,8440,Jimma,Ethiopia
ACC0000823,P007794,Person,BNK006,Fixed Deposit,ETB,2023-01-27,,Active,58146,Sodo,Ethiopia
ACC0000824,P047541,Person,BNK004,Business,ETB,2024-06-28,,Active,7474,Hosaena,Ethiopia
ACC0000825,P065259,Person,BNK012,Savings,ETB,2024-08-21,,Dormant,20780,Dire Dawa,Ethiopia
ACC0000826,P043504,Person,BNK016,Current,ETB,2025-08-17,,Active,6354,Adama,Ethiopia
ACC0000827,C05982,Company,BNK006,Business,ETB,2024-06-03,,Active,16576,Jimma,Ethiopia
ACC0000828,C02565,Company,BNK005,Savings,AED,2022-09-20,,Active,3737,Bahir Dar,Ethiopia
ACC0000829,P073332,Person,BNK017,Current,CHF,2022-12-06,,Active,2859,Adama,Ethiopia
ACC0000830,C05807,Company,BNK002,Current,ETB,2024-01-29,2025-12-13,Closed,138480,Debre Birhan,Ethiopia
ACC0000831,C05566,Company,BNK003,Savings,ETB,2024-02-27,,Active,29509,Jimma,Ethiopia
ACC0000832,C09352,Company,BNK012,Current,ETB,2025-06-11,,Active,32905,Debre Birhan,Ethiopia
ACC0000833,P092730,Person,BNK002,Fixed Deposit,ETB,2024-12-23,2025-05-25,Closed,12696,Addis Ababa,Ethiopia
ACC0000834,P013357,Person,BNK019,Current,ETB,2025-01-26,,Active,33008,Adama,Ethiopia
ACC0000835,P061681,Person,BNK003,Business,ETB,2022-11-16,,Active,54148,Dire Dawa,Ethiopia
ACC0000836,P069263,Person,BNK006,Business,ETB,2023-12-19,,Closed,41708,Addis Ababa,Ethiopia
ACC0000837,C07887,Company,BNK008,Current,ETB,2023-10-29,,Closed,16688,Addis Ababa,Ethiopia
ACC0000838,P009462,Person,BNK015,Current,ETB,2025-04-26,,Closed,18806,Addis Ababa,Ethiopia
ACC0000839,P039614,Person,BNK018,Current,ETB,2023-04-21,,Active,22827,Addis Ababa,Ethiopia
ACC0000840,P016507,Person,BNK019,Savings,ETB,2024-10-31,2025-12-13,Closed,15269,Dessie,Ethiopia
ACC0000841,P031656,Person,BNK006,Mobile Money,ETB,2024-06-08,,Active,30924,Sodo,Ethiopia
ACC0000842,P006038,Person,BNK001,Current,ETB,2023-04-13,,Active,23291,Addis Ababa,Ethiopia
ACC0000843,P003551,Person,BNK018,Current,ETB,2022-04-15,,Active,7186,Dilla,Ethiopia
ACC0000844,P032365,Person,BNK002,Business,ETB,2025-03-10,2025-05-31,Closed,31138,Harar,Ethiopia
ACC0000845,C08827,Company,BNK007,Fixed Deposit,ETB,2024-10-03,,Active,33014,Mekelle,Ethiopia
ACC0000846,P067585,Person,BNK011,Business,ETB,2024-03-20,,Active,944,Addis Ababa,Ethiopia
ACC0000847,P017968,Person,BNK020,Fixed Deposit,ETB,2025-06-18,,Active,13259,Addis Ababa,Ethiopia
ACC0000848,P052865,Person,BNK011,Savings,ETB,2022-08-09,,Closed,3087,Debre Birhan,Ethiopia
ACC0000849,P065721,Person,BNK004,Mobile Money,ETB,2022-02-07,,Active,16713,Mekelle,Ethiopia
ACC0000850,P029128,Person,BNK013,Current,ETB,2022-02-11,,Active,3327,Addis Ababa,Ethiopia
ACC0000851,P081048,Person,BNK011,Current,ETB,2024-11-13,,Active,5118,Mekelle,Ethiopia
ACC0000852,P020977,Person,BNK008,Savings,USD,2025-10-01,2025-11-29,Closed,20271,Asella,Ethiopia
ACC0000853,P095983,Person,BNK015,Mobile Money,ETB,2023-10-03,,Closed,13962,Nekemte,Ethiopia
ACC0000854,P003514,Person,BNK020,Fixed Deposit,CHF,2023-08-22,,Closed,19579,Nekemte,Ethiopia
ACC0000855,P069425,Person,BNK009,Savings,ETB,2024-04-04,,Active,28239,Hawassa,Ethiopia
ACC0000856,P080167,Person,BNK010,Mobile Money,EUR,2023-07-24,,Closed,3328,Addis Ababa,Ethiopia
ACC0000857,C06503,Company,BNK016,Mobile Money,ETB,2023-03-31,,Closed,53615,Adama,Ethiopia
ACC0000858,P092167,Person,BNK007,Mobile Money,ETB,2025-12-11,2026-01-01,Closed,25173,Jimma,Ethiopia
ACC0000859,P020434,Person,BNK014,Business,ETB,2022-09-12,,Active,33106,Jijiga,Ethiopia
ACC0000860,C00264,Company,BNK017,Savings,ETB,2022-06-28,,Frozen,12477,Addis Ababa,Ethiopia
ACC0000861,C00005,Company,BNK017,Business,ETB,2023-05-05,,Closed,10683,Shashamane,Ethiopia
ACC0000862,P011284,Person,BNK007,Current,ETB,2024-02-17,,Active,4454,Addis Ababa,Ethiopia
ACC0000863,C04398,Company,BNK004,Mobile Money,ETB,2023-08-22,,Active,32993,Sodo,Ethiopia
ACC0000864,P012940,Person,BNK006,Mobile Money,ETB,2022-10-26,,Active,21641,Mekelle,Ethiopia
ACC0000865,C04721,Company,BNK015,Mobile Money,ETB,2023-03-05,,Active,7936,Shashamane,Ethiopia
ACC0000866,C09452,Company,BNK014,Fixed Deposit,ETB,2022-10-30,,Closed,3727,Harar,Ethiopia
ACC0000867,P017708,Person,BNK005,Mobile Money,ETB,2023-06-28,,Active,17794,Addis Ababa,Ethiopia
ACC0000868,P086199,Person,BNK015,Savings,ETB,2023-12-10,2025-03-18,Closed,20997,Dire Dawa,Ethiopia
ACC0000869,P035722,Person,BNK006,Current,AED,2023-03-23,2025-02-27,Closed,3614,Jijiga,Ethiopia
ACC0000870,P041383,Person,BNK012,Mobile Money,ETB,2024-04-19,,Active,106618,Addis Ababa,Ethiopia
ACC0000871,P063397,Person,BNK003,Fixed Deposit,ETB,2025-07-12,,Active,2117,Addis Ababa,Ethiopia
ACC0000872,P072606,Person,BNK001,Savings,EUR,2023-05-18,,Closed,77920,Jimma,Ethiopia
ACC0000873,P051125,Person,BNK008,Fixed Deposit,ETB,2024-12-04,,Active,4811,Arba Minch,Ethiopia
ACC0000874,P041623,Person,BNK016,Savings,ETB,2022-09-04,,Active,17806,Harar,Ethiopia
ACC0000875,P078676,Person,BNK014,Savings,ETB,2023-02-16,,Closed,35883,Adama,Ethiopia
ACC0000876,C00798,Company,BNK009,Mobile Money,ETB,2023-02-21,,Active,20008,Mekelle,Ethiopia
ACC0000877,P055549,Person,BNK019,Mobile Money,ETB,2022-03-14,,Active,4615,Addis Ababa,Ethiopia
ACC0000878,C01431,Company,BNK010,Business,ETB,2023-11-13,,Active,7971,Hawassa,Ethiopia
ACC0000879,C04548,Company,BNK015,Business,ETB,2025-08-03,2025-12-26,Closed,2386,Mekelle,Ethiopia
ACC0000880,P024328,Person,BNK019,Business,ETB,2024-09-23,,Active,2268,Jimma,Ethiopia
ACC0000881,C06122,Company,BNK004,Current,ETB,2025-03-31,,Frozen,8839,Jimma,Ethiopia
ACC0000882,P009193,Person,BNK018,Fixed Deposit,ETB,2025-07-09,,Active,32822,Dessie,Ethiopia
ACC0000883,P064380,Person,BNK014,Business,AED,2023-01-10,,Active,43601,Mekelle,Ethiopia
ACC0000884,P063513,Person,BNK016,Business,ETB,2024-01-11,,Active,6657,Hawassa,Ethiopia
ACC0000885,P038939,Person,BNK001,Current,ETB,2022-07-20,,Active,19880,Addis Ababa,Ethiopia
ACC0000886,P069912,Person,BNK012,Fixed Deposit,ETB,2023-02-05,,Active,10830,Bishoftu,Ethiopia
ACC0000887,P093317,Person,BNK012,Savings,ETB,2023-04-28,,Active,10096,Gondar,Ethiopia
ACC0000888,P006087,Person,BNK009,Savings,EUR,2025-05-14,,Active,10287,Dire Dawa,Ethiopia
ACC0000889,P077909,Person,BNK010,Current,ETB,2025-07-16,,Active,67014,Addis Ababa,Ethiopia
ACC0000890,C01844,Company,BNK017,Mobile Money,CHF,2024-06-18,,Active,167560,Bahir Dar,Ethiopia
ACC0000891,P078606,Person,BNK020,Mobile Money,ETB,2024-01-15,,Closed,20010,Addis Ababa,Ethiopia
ACC0000892,P070591,Person,BNK016,Mobile Money,ETB,2022-06-07,,Active,14213,Dire Dawa,Ethiopia
ACC0000893,C05766,Company,BNK018,Savings,ETB,2025-07-17,,Active,2823,Bahir Dar,Ethiopia
ACC0000894,P094464,Person,BNK007,Current,ETB,2023-12-25,,Active,11610,Gondar,Ethiopia
ACC0000895,P013564,Person,BNK020,Savings,ETB,2022-08-21,2024-10-06,Closed,7390,Addis Ababa,Ethiopia
ACC0000896,P091316,Person,BNK010,Mobile Money,ETB,2022-08-25,,Active,51300,Bishoftu,Ethiopia
ACC0000897,P026673,Person,BNK001,Mobile Money,ETB,2022-11-03,,Closed,7936,Harar,Ethiopia
ACC0000898,P057832,Person,BNK011,Mobile Money,ETB,2023-11-12,,Active,13386,Addis Ababa,Ethiopia
ACC0000899,C00423,Company,BNK006,Mobile Money,ETB,2022-10-29,,Closed,10797,Addis Ababa,Ethiopia
ACC0000900,P098705,Person,BNK012,Mobile Money,ETB,2023-07-20,,Active,62297,Gondar,Ethiopia
ACC0000901,P018387,Person,BNK006,Savings,ETB,2025-01-24,,Closed,5657,Gondar,Ethiopia
ACC0000902,P012417,Person,BNK006,Current,USD,2024-12-01,,Closed,4395,Harar,Ethiopia
ACC0000903,P094708,Person,BNK008,Fixed Deposit,ETB,2024-07-31,,Closed,1351,Addis Ababa,Ethiopia
ACC0000904,P041091,Person,BNK015,Current,ETB,2022-03-23,,Active,4471,Adama,Ethiopia
ACC0000905,P029027,Person,BNK008,Savings,ETB,2022-12-21,,Closed,6480,Dire Dawa,Ethiopia
ACC0000906,P065184,Person,BNK007,Fixed Deposit,ETB,2024-01-25,,Closed,14974,Adama,Ethiopia
ACC0000907,P064066,Person,BNK017,Mobile Money,ETB,2025-05-03,,Active,26592,Dilla,Ethiopia
ACC0000908,C01111,Company,BNK001,Fixed Deposit,ETB,2022-08-24,2025-11-17,Closed,59190,Addis Ababa,Ethiopia
ACC0000909,P027719,Person,BNK010,Savings,ETB,2025-07-04,,Active,5390,Jimma,Ethiopia
ACC0000910,P007571,Person,BNK008,Fixed Deposit,ETB,2023-03-24,,Closed,40740,Shashamane,Ethiopia
ACC0000911,P059078,Person,BNK020,Current,ETB,2022-11-01,,Active,2287,Addis Ababa,Ethiopia
ACC0000912,P078236,Person,BNK005,Savings,ETB,2022-01-01,,Active,51982,Addis Ababa,Ethiopia
ACC0000913,P048906,Person,BNK005,Fixed Deposit,AED,2024-10-27,,Active,27412,Addis Ababa,Ethiopia
ACC0000914,P099343,Person,BNK018,Business,ETB,2023-07-03,,Active,19327,Addis Ababa,Ethiopia
ACC0000915,P089610,Person,BNK012,Mobile Money,ETB,2022-01-28,,Active,2040,Addis Ababa,Ethiopia
ACC0000916,P053725,Person,BNK009,Mobile Money,ETB,2024-03-11,,Closed,2000,Sodo,Ethiopia
ACC0000917,P020079,Person,BNK009,Current,ETB,2023-10-15,2025-07-19,Closed,20196,Addis Ababa,Ethiopia
ACC0000918,P059882,Person,BNK002,Savings,ETB,2023-11-14,,Closed,11453,Addis Ababa,Ethiopia
ACC0000919,P095389,Person,BNK017,Fixed Deposit,ETB,2023-06-04,,Active,45217,Hosaena,Ethiopia
ACC0000920,P074861,Person,BNK013,Current,ETB,2022-06-15,,Active,92177,Jimma,Ethiopia
ACC0000921,C04988,Company,BNK008,Current,ETB,2022-06-21,,Closed,26969,Dire Dawa,Ethiopia
ACC0000922,C01730,Company,BNK009,Mobile Money,ETB,2025-05-24,,Active,2086,Addis Ababa,Ethiopia
ACC0000923,P013418,Person,BNK012,Savings,ETB,2024-02-27,,Active,9048,Addis Ababa,Ethiopia
ACC0000924,P031303,Person,BNK016,Mobile Money,ETB,2022-03-30,,Active,27158,Adama,Ethiopia
ACC0000925,P050631,Person,BNK017,Fixed Deposit,ETB,2022-06-22,,Active,7973,Bishoftu,Ethiopia
ACC0000926,C07994,Company,BNK016,Fixed Deposit,ETB,2022-03-21,,Dormant,53265,Hawassa,Ethiopia
ACC0000927,P094545,Person,BNK004,Business,ETB,2022-01-01,,Active,34436,Bishoftu,Ethiopia
ACC0000928,P057350,Person,BNK010,Savings,ETB,2025-11-12,,Active,4651,Sodo,Ethiopia
ACC0000929,P080797,Person,BNK006,Savings,ETB,2022-11-24,,Active,173034,Bishoftu,Ethiopia
ACC0000930,P051918,Person,BNK006,Business,ETB,2023-03-30,,Active,7979,Addis Ababa,Ethiopia
ACC0000931,P026424,Person,BNK012,Current,ETB,2024-02-21,,Closed,17075,Bishoftu,Ethiopia
ACC0000932,C05991,Company,BNK019,Business,ETB,2025-12-26,,Closed,39309,Mekelle,Ethiopia
ACC0000933,P040300,Person,BNK011,Business,ETB,2022-02-10,,Active,48070,Mekelle,Ethiopia
ACC0000934,P009684,Person,BNK013,Mobile Money,ETB,2022-03-04,,Closed,30521,Addis Ababa,Ethiopia
ACC0000935,P039776,Person,BNK008,Fixed Deposit,ETB,2025-08-07,,Active,14873,Hawassa,Ethiopia
ACC0000936,P092688,Person,BNK013,Current,ETB,2022-04-16,,Dormant,13195,Arba Minch,Ethiopia
ACC0000937,P089444,Person,BNK004,Fixed Deposit,ETB,2022-03-23,,Active,9019,Jijiga,Ethiopia
ACC0000938,C08926,Company,BNK005,Fixed Deposit,ETB,2022-12-10,,Closed,5642,Addis Ababa,Ethiopia
ACC0000939,P002240,Person,BNK004,Mobile Money,ETB,2025-01-16,,Active,34467,Dire Dawa,Ethiopia
ACC0000940,P044160,Person,BNK011,Fixed Deposit,ETB,2024-03-14,,Dormant,21256,Addis Ababa,Ethiopia
ACC0000941,C07540,Company,BNK001,Savings,ETB,2025-03-14,,Dormant,3515,Addis Ababa,Ethiopia
ACC0000942,P041543,Person,BNK002,Business,ETB,2022-12-18,,Active,6815,Bishoftu,Ethiopia
ACC0000943,C01903,Company,BNK018,Business,ETB,2025-03-11,,Active,69679,Addis Ababa,Ethiopia
ACC0000944,P003779,Person,BNK001,Business,ETB,2025-04-22,,Active,6459,Addis Ababa,Ethiopia
ACC0000945,P094746,Person,BNK009,Current,ETB,2023-05-03,,Closed,3441,Adama,Ethiopia
ACC0000946,P017792,Person,BNK019,Current,ETB,2023-06-10,,Active,3714,Adama,Ethiopia
ACC0000947,P065379,Person,BNK001,Current,ETB,2023-07-09,,Active,30492,Addis Ababa,Ethiopia
ACC0000948,C01662,Company,BNK019,Fixed Deposit,ETB,2025-12-13,,Active,79391,Addis Ababa,Ethiopia
ACC0000949,P075028,Person,BNK012,Fixed Deposit,ETB,2022-03-12,,Dormant,20772,Dessie,Ethiopia
ACC0000950,C09609,Company,BNK019,Savings,ETB,2022-09-30,,Closed,18612,Debre Birhan,Ethiopia
ACC0000951,P041573,Person,BNK015,Business,ETB,2024-09-08,,Active,5525,Addis Ababa,Ethiopia
ACC0000952,P026064,Person,BNK014,Mobile Money,USD,2022-09-04,,Closed,10187,Bishoftu,Ethiopia
ACC0000953,P050361,Person,BNK019,Fixed Deposit,ETB,2025-05-15,,Frozen,12269,Addis Ababa,Ethiopia
ACC0000954,P014147,Person,BNK011,Mobile Money,ETB,2025-04-29,2025-11-25,Closed,5659,Dessie,Ethiopia
ACC0000955,P071974,Person,BNK020,Fixed Deposit,AED,2025-11-29,,Active,10899,Addis Ababa,Ethiopia
ACC0000956,C02014,Company,BNK008,Savings,USD,2024-09-17,,Closed,4623,Addis Ababa,Ethiopia
ACC0000957,P014800,Person,BNK003,Fixed Deposit,CHF,2022-05-18,,Active,5517,Hawassa,Ethiopia
ACC0000958,P089975,Person,BNK009,Savings,ETB,2023-06-24,,Active,60748,Adama,Ethiopia
ACC0000959,P057055,Person,BNK003,Business,ETB,2025-09-02,,Closed,36474,Addis Ababa,Ethiopia
ACC0000960,P042207,Person,BNK020,Business,ETB,2025-02-25,,Active,10143,Addis Ababa,Ethiopia
ACC0000961,C03201,Company,BNK002,Current,ETB,2023-12-23,,Active,8694,Mekelle,Ethiopia
ACC0000962,P023168,Person,BNK018,Fixed Deposit,ETB,2022-07-02,2023-05-29,Closed,35423,Dire Dawa,Ethiopia
ACC0000963,P018478,Person,BNK015,Mobile Money,ETB,2025-05-29,,Active,18337,Addis Ababa,Ethiopia
ACC0000964,C00217,Company,BNK002,Savings,GBP,2023-04-06,,Active,19870,Jijiga,Ethiopia
ACC0000965,P068620,Person,BNK007,Business,ETB,2022-08-18,,Active,4706,Gondar,Ethiopia
ACC0000966,P099015,Person,BNK004,Current,ETB,2022-02-03,,Closed,15866,Addis Ababa,Ethiopia
ACC0000967,P064703,Person,BNK018,Savings,ETB,2023-06-08,,Active,4574,Jimma,Ethiopia
ACC0000968,P056218,Person,BNK017,Business,ETB,2024-01-28,,Closed,7701,Bishoftu,Ethiopia
ACC0000969,P077025,Person,BNK005,Current,ETB,2022-09-13,,Active,8711,Shashamane,Ethiopia
ACC0000970,P034416,Person,BNK013,Current,ETB,2024-07-10,,Active,44907,Jimma,Ethiopia
ACC0000971,C00772,Company,BNK019,Savings,ETB,2025-04-17,,Closed,22095,Addis Ababa,Ethiopia
ACC0000972,P016266,Person,BNK020,Fixed Deposit,ETB,2024-10-24,,Dormant,14813,Addis Ababa,Ethiopia
ACC0000973,P026613,Person,BNK019,Current,ETB,2023-10-31,,Dormant,21619,Addis Ababa,Ethiopia
ACC0000974,P073307,Person,BNK006,Savings,ETB,2025-02-16,,Active,2852,Jijiga,Ethiopia
ACC0000975,P050928,Person,BNK019,Savings,ETB,2024-01-08,,Active,13512,Hawassa,Ethiopia
ACC0000976,P008687,Person,BNK012,Savings,ETB,2022-07-25,,Active,7722,Addis Ababa,Ethiopia
ACC0000977,P069843,Person,BNK006,Mobile Money,ETB,2025-03-29,,Closed,223625,Hawassa,Ethiopia
ACC0000978,P073516,Person,BNK001,Current,ETB,2024-10-09,,Active,41210,Addis Ababa,Ethiopia
ACC0000979,P048533,Person,BNK006,Savings,ETB,2023-05-22,,Active,10477,Jijiga,Ethiopia
ACC0000980,P097520,Person,BNK019,Current,ETB,2023-09-03,,Active,9736,Gondar,Ethiopia
