invoice_id,issuer_id,issuer_type,recipient_id,recipient_type,issue_date,due_date,amount,currency,service_type,status
INV0000827,P057184,Person,P043100,Person,2025-09-17,2025-12-04,2363,ETB,Training,Overdue
INV0000828,P071036,Person,P078634,Person,2022-06-14,2022-07-19,5266,ETB,Training,Paid
INV0000829,P070284,Person,P063517,Person,2023-02-12,2023-04-16,44502,ETB,Software Development,Overdue
INV0000830,P012636,Person,P082987,Person,2025-06-22,2025-09-17,63175,ETB,Subscription,Overdue
INV0000831,P021741,Person,P017702,Person,2024-01-28,2024-02-07,21126,USD,Consulting,Paid
INV0000832,P069116,Person,P072570,Person,2025-12-17,2025-12-29,24284,ETB,Training,Paid
INV0000833,P012728,Person,P031815,Person,2024-11-17,2024-12-07,2775,ETB,Subscription,Paid
INV0000834,P086806,Person,P063619,Person,2023-03-22,2023-06-16,49578,ETB,Training,Paid
INV0000835,P089841,Person,P019559,Person,2024-02-28,2024-04-20,34015,ETB,Export Fee,Pending
INV0000836,C01480,Company,P047308,Person,2022-03-14,2022-04-22,3715,ETB,Export Fee,Paid
INV0000837,P027513,Person,P048741,Person,2025-09-24,2025-12-17,13131,ETB,Professional Services,Paid
INV0000838,P078261,Person,P073005,Person,2025-09-28,2025-10-27,13193,ETB,Subscription,Paid
INV0000839,P025143,Person,P005134,Person,2025-03-24,2025-06-18,83900,ETB,Software Development,Paid
INV0000840,P089730,Person,P007718,Person,2025-04-29,2025-06-29,5062,ETB,Export Fee,Overdue
INV0000841,P039085,Person,C00731,Company,2022-11-25,2023-01-26,56580,ETB,Export Fee,Paid
INV0000842,P078079,Person,P045192,Person,2024-03-05,2024-05-31,11148,ETB,Training,Cancelled
INV0000843,P089955,Person,P054917,Person,2022-10-03,2022-12-12,828,ETB,Software Development,Paid
INV0000844,C05542,Company,C07984,Company,2025-11-14,2026-02-03,1768,ETB,Equipment Supply,Paid
INV0000845,P009033,Person,P098536,Person,2023-12-28,2024-02-16,22905,ETB,Equipment Supply,Paid
INV0000846,P021982,Person,P004103,Person,2024-11-23,2024-12-30,110087,ETB,Export Fee,Paid
INV0000847,P048866,Person,P011132,Person,2025-12-23,2026-03-01,21703,ETB,Consulting,Paid
INV0000848,P080825,Person,C01610,Company,2022-05-04,2022-07-15,21705,ETB,Logistics,Paid
INV0000849,P086862,Person,P035501,Person,2023-03-28,2023-05-19,7004,ETB,Consulting,Paid
INV0000850,P092849,Person,P011721,Person,2024-07-16,2024-09-22,9304,ETB,Software Development,Paid
INV0000851,P079488,Person,P044915,Person,2025-06-09,2025-08-18,64900,ETB,Import Duty,Paid
INV0000852,C06550,Company,P011256,Person,2023-02-24,2023-03-03,35351,ETB,Consulting,Pending
INV0000853,P091810,Person,P088597,Person,2022-12-28,2023-02-13,8858,ETB,Logistics,Paid
INV0000854,P063488,Person,P014779,Person,2024-05-09,2024-07-25,47908,ETB,Consulting,Pending
INV0000855,P024537,Person,P055817,Person,2022-10-30,2023-01-24,9752,USD,Equipment Supply,Paid
INV0000856,P064603,Person,P004048,Person,2022-11-08,2022-12-26,37258,ETB,Import Duty,Paid
INV0000857,P046564,Person,P069264,Person,2024-12-05,2025-01-28,410268,ETB,Maintenance,Paid
INV0000858,P021428,Person,P080018,Person,2025-06-08,2025-08-13,9006,ETB,Export Fee,Paid
INV0000859,P065696,Person,P089482,Person,2025-08-08,2025-08-21,6136,GBP,Subscription,Pending
INV0000860,P010482,Person,P092412,Person,2025-09-03,2025-10-13,18118,ETB,Professional Services,Paid
INV0000861,P084919,Person,P059843,Person,2022-03-09,2022-04-12,22585,ETB,Training,Overdue
INV0000862,P083269,Person,P077229,Person,2022-11-25,2022-12-19,101418,ETB,Logistics,Paid
INV0000863,P047911,Person,P034160,Person,2024-10-19,2025-01-12,4815,ETB,Subscription,Paid
INV0000864,P082244,Person,P024683,Person,2023-03-26,2023-06-14,9049,ETB,Consulting,Paid
INV0000865,P036059,Person,P019757,Person,2024-03-19,2024-06-08,21603,ETB,Software Development,Paid
INV0000866,P080180,Person,P064192,Person,2022-08-15,2022-11-03,121110,ETB,Logistics,Paid
INV0000867,P044575,Person,P065542,Person,2024-07-23,2024-10-03,4377,ETB,Professional Services,Pending
INV0000868,P079847,Person,P039495,Person,2022-04-05,2022-05-03,9400,ETB,Consulting,Overdue
INV0000869,C01244,Company,P022176,Person,2023-01-25,2023-03-09,27120,ETB,Maintenance,Paid
INV0000870,P052162,Person,P068471,Person,2023-11-24,2023-12-14,7335,ETB,Subscription,Overdue
INV0000871,P097159,Person,P047168,Person,2025-01-09,2025-02-07,70673,ETB,Equipment Supply,Paid
INV0000872,P027188,Person,P053287,Person,2025-01-07,2025-03-07,19475,ETB,Export Fee,Pending
INV0000873,P058666,Person,P005813,Person,2024-05-22,2024-07-12,139873,ETB,Logistics,Paid
INV0000874,P029025,Person,P053769,Person,2024-07-30,2024-10-15,2435,GBP,Import Duty,Cancelled
INV0000875,P024256,Person,P026595,Person,2023-01-24,2023-04-06,1376,ETB,Software Development,Cancelled
INV0000876,P057505,Person,P015272,Person,2022-10-05,2022-11-18,31627,ETB,Equipment Supply,Paid
INV0000877,P084077,Person,P016743,Person,2024-10-04,2025-01-01,120364,ETB,Software Development,Paid
INV0000878,P072638,Person,P069496,Person,2025-04-04,2025-06-29,10444,ETB,Maintenance,Overdue
INV0000879,P077314,Person,P049295,Person,2023-01-24,2023-01-31,42912,ETB,Subscription,Paid
INV0000880,P036529,Person,P015431,Person,2024-01-03,2024-02-04,79681,ETB,Training,Overdue
INV0000881,P003352,Person,P012368,Person,2022-04-03,2022-05-01,14544,GBP,Maintenance,Paid
INV0000882,P007900,Person,P020737,Person,2024-05-13,2024-05-25,50077,EUR,Export Fee,Paid
INV0000883,P078624,Person,P071320,Person,2024-06-23,2024-09-20,26751,GBP,Training,Paid
INV0000884,P093583,Person,P046578,Person,2022-01-24,2022-04-10,5270,ETB,Maintenance,Pending
INV0000885,P020994,Person,P021191,Person,2025-09-27,2025-11-08,117263,ETB,Export Fee,Paid
INV0000886,P026078,Person,P049193,Person,2022-11-04,2022-11-29,48120,ETB,Software Development,Pending
INV0000887,P029424,Person,P017010,Person,2024-02-28,2024-04-27,15762,ETB,Software Development,Pending
INV0000888,P017488,Person,C06606,Company,2023-09-12,2023-12-06,2844,ETB,Subscription,Paid
INV0000889,P093977,Person,P032547,Person,2023-10-29,2024-01-16,15286,ETB,Logistics,Paid
INV0000890,P010791,Person,P078575,Person,2024-12-23,2025-01-08,4497,ETB,Maintenance,Paid
INV0000891,P057885,Person,P058960,Person,2025-06-27,2025-09-01,7780,AED,Import Duty,Paid
INV0000892,P056553,Person,P083957,Person,2025-06-11,2025-07-02,3391,ETB,Logistics,Overdue
INV0000893,P041524,Person,P040939,Person,2023-05-18,2023-05-26,698,ETB,Import Duty,Paid
INV0000894,P036656,Person,P040988,Person,2024-09-03,2024-10-05,14412,EUR,Maintenance,Paid
INV0000895,P014396,Person,P082368,Person,2022-07-23,2022-09-02,25086,ETB,Maintenance,Pending
INV0000896,P021860,Person,P071897,Person,2025-11-29,2026-02-16,80744,ETB,Professional Services,Paid
INV0000897,P079429,Person,P044301,Person,2025-04-04,2025-05-02,127312,GBP,Export Fee,Paid
INV0000898,P058541,Person,P065559,Person,2024-07-16,2024-10-03,116092,ETB,Logistics,Paid
INV0000899,P051804,Person,P002002,Person,2025-08-25,2025-10-09,3832,ETB,Subscription,Paid
INV0000900,P074858,Person,P004862,Person,2022-07-17,2022-10-08,38027,ETB,Export Fee,Paid
INV0000901,P061053,Person,P038776,Person,2025-04-23,2025-05-09,246324,ETB,Professional Services,Paid
INV0000902,P030687,Person,P089664,Person,2023-12-19,2024-03-07,28477,ETB,Software Development,Paid
INV0000903,P023147,Person,P095682,Person,2022-07-30,2022-08-12,18712,ETB,Maintenance,Paid
INV0000904,P036488,Person,P046662,Person,2023-11-30,2024-01-24,965,ETB,Consulting,Paid
INV0000905,C02098,Company,P039977,Person,2025-09-13,2025-10-18,28117,ETB,Equipment Supply,Paid
INV0000906,P094952,Person,P042072,Person,2022-03-30,2022-05-21,615,GBP,Equipment Supply,Paid
INV0000907,P019308,Person,P080176,Person,2024-05-26,2024-07-02,11947,ETB,Subscription,Paid
INV0000908,P017137,Person,P085892,Person,2025-09-23,2025-11-27,34353,ETB,Professional Services,Paid
INV0000909,P021247,Person,P068665,Person,2025-06-09,2025-06-26,12363,ETB,Import Duty,Paid
INV0000910,P023431,Person,P081989,Person,2024-01-01,2024-03-20,9050,USD,Import Duty,Paid
INV0000911,P063735,Person,P009126,Person,2023-05-31,2023-06-10,3815,USD,Training,Paid
INV0000912,P068252,Person,P057076,Person,2025-12-23,2026-02-11,11405,ETB,Maintenance,Cancelled
INV0000913,P023712,Person,P017091,Person,2025-04-09,2025-06-13,7988,ETB,Software Development,Pending
INV0000914,P091803,Person,P080465,Person,2022-04-16,2022-06-01,2981,ETB,Software Development,Pending
INV0000915,C01985,Company,P062789,Person,2023-04-23,2023-07-05,26887,ETB,Professional Services,Paid
INV0000916,P056236,Person,P099216,Person,2024-03-15,2024-04-19,94254,ETB,Software Development,Paid
INV0000917,P029931,Person,P059511,Person,2024-08-02,2024-08-18,11197,ETB,Professional Services,Paid
INV0000918,C06306,Company,P087930,Person,2025-03-22,2025-05-24,1505,EUR,Software Development,Overdue
INV0000919,P055666,Person,P098103,Person,2023-03-19,2023-05-25,2426,ETB,Logistics,Overdue
INV0000920,P012675,Person,P013144,Person,2025-09-03,2025-11-28,4074,ETB,Consulting,Paid
INV0000921,P077475,Person,C00450,Company,2023-07-27,2023-08-10,38234,ETB,Professional Services,Paid
INV0000922,P008525,Person,C04744,Company,2023-05-01,2023-06-02,1837,ETB,Professional Services,Paid
INV0000923,P097284,Person,P082997,Person,2023-02-08,2023-02-19,289135,ETB,Maintenance,Pending
INV0000924,P061962,Person,P047104,Person,2023-03-11,2023-04-25,3610,ETB,Professional Services,Cancelled
INV0000925,P043679,Person,P005255,Person,2025-08-24,2025-09-09,5151,ETB,Training,Paid
INV0000926,P081035,Person,P074959,Person,2023-11-20,2023-12-14,143516,ETB,Import Duty,Paid
INV0000927,P048726,Person,P031147,Person,2024-08-20,2024-11-01,5070,ETB,Subscription,Paid
INV0000928,P060985,Person,P027736,Person,2024-09-28,2024-12-22,146668,USD,Import Duty,Pending
INV0000929,P036796,Person,P035853,Person,2025-01-14,2025-02-12,16595,EUR,Professional Services,Paid
INV0000930,P062656,Person,P089423,Person,2023-11-21,2024-01-26,31351,ETB,Maintenance,Pending
INV0000931,P028773,Person,P073494,Person,2022-07-25,2022-09-08,39292,ETB,Export Fee,Paid
INV0000932,P007370,Person,P050449,Person,2023-07-08,2023-07-29,10948,ETB,Equipment Supply,Paid
INV0000933,P093623,Person,P015239,Person,2025-05-06,2025-05-19,15737,ETB,Equipment Supply,Overdue
INV0000934,P091689,Person,P053865,Person,2024-09-05,2024-09-16,15859,ETB,Subscription,Paid
INV0000935,P041083,Person,P035626,Person,2025-07-10,2025-07-30,55712,EUR,Import Duty,Pending
INV0000936,P066127,Person,P023716,Person,2024-03-01,2024-04-23,7805,ETB,Training,Paid
INV0000937,P015617,Person,P028245,Person,2023-11-10,2023-12-13,103263,ETB,Training,Paid
INV0000938,P001112,Person,P044865,Person,2023-09-08,2023-11-14,9060,ETB,Professional Services,Paid
INV0000939,P032704,Person,P007858,Person,2025-01-21,2025-04-10,32147,USD,Export Fee,Pending
INV0000940,P033253,Person,P052004,Person,2022-08-01,2022-09-09,16380,EUR,Export Fee,Paid
INV0000941,P023330,Person,P021193,Person,2022-11-08,2023-01-31,163400,ETB,Maintenance,Pending
INV0000942,P077031,Person,P033016,Person,2024-04-27,2024-07-08,41244,USD,Equipment Supply,Cancelled
INV0000943,P051266,Person,P086156,Person,2022-05-18,2022-05-27,61308,ETB,Import Duty,Pending
INV0000944,P027351,Person,P004608,Person,2022-11-24,2023-01-06,423483,ETB,Import Duty,Paid
INV0000945,P018320,Person,P061055,Person,2024-03-05,2024-03-15,7429,ETB,Export Fee,Paid
INV0000946,P084083,Person,P037164,Person,2024-09-21,2024-10-15,197443,ETB,Logistics,Paid
INV0000947,P077084,Person,C02338,Company,2024-03-27,2024-04-18,7002,ETB,Maintenance,Pending
INV0000948,P095581,Person,P049540,Person,2022-04-10,2022-05-13,1206,ETB,Equipment Supply,Paid
INV0000949,P019034,Person,P007496,Person,2024-01-15,2024-03-04,13133,ETB,Professional Services,Paid
INV0000950,P057767,Person,P001249,Person,2024-06-14,2024-07-11,3077,ETB,Import Duty,Paid
INV0000951,P041935,Person,P019816,Person,2024-10-16,2025-01-07,55013,ETB,Subscription,Paid
INV0000952,P010040,Person,P037391,Person,2025-10-27,2026-01-15,15259,ETB,Logistics,Paid
INV0000953,P084598,Person,P043763,Person,2025-09-28,2025-12-21,1895,ETB,Consulting,Paid
INV0000954,P088104,Person,P010586,Person,2024-11-21,2024-12-16,10904,ETB,Maintenance,Paid
INV0000955,P069599,Person,P088467,Person,2022-07-04,2022-09-07,2610,ETB,Import Duty,Pending
INV0000956,P074261,Person,C01441,Company,2024-03-18,2024-06-06,10038,ETB,Subscription,Paid
INV0000957,P058658,Person,C01527,Company,2022-06-30,2022-09-26,122378,ETB,Export Fee,Cancelled
INV0000958,P004072,Person,P027546,Person,2024-11-26,2024-12-06,113051,ETB,Import Duty,Paid
INV0000959,P025662,Person,P065407,Person,2024-09-01,2024-09-19,1820,ETB,Logistics,Paid
INV0000960,P069690,Person,P009657,Person,2023-07-29,2023-09-28,5651,USD,Subscription,Paid
INV0000961,P097491,Person,P052867,Person,2023-10-03,2023-11-09,8051,ETB,Software Development,Paid
INV0000962,P006326,Person,P022769,Person,2024-01-19,2024-04-14,27929,ETB,Maintenance,Paid
INV0000963,P080380,Person,P022725,Person,2023-04-06,2023-04-13,8343,USD,Logistics,Pending
INV0000964,P031619,Person,P080726,Person,2024-10-23,2024-12-24,14556,ETB,Maintenance,Paid
INV0000965,P029252,Person,P069195,Person,2022-12-03,2023-01-05,9849,USD,Logistics,Pending
INV0000966,P060605,Person,P097106,Person,2022-01-29,2022-04-01,76715,ETB,Maintenance,Pending
INV0000967,P082344,Person,P037265,Person,2022-04-03,2022-04-17,29531,ETB,Consulting,Paid
INV0000968,P009840,Person,C07155,Company,2022-07-06,2022-09-05,18512,ETB,Training,Paid
INV0000969,P073972,Person,P019553,Person,2022-11-04,2022-12-09,76857,ETB,Logistics,Paid
INV0000970,P085354,Person,P093691,Person,2024-11-14,2024-11-29,23596,ETB,Training,Paid
INV0000971,P058683,Person,P061816,Person,2024-10-17,2024-12-10,135364,ETB,Professional Services,Pending
INV0000972,P025988,Person,P062424,Person,2023-11-29,2023-12-06,344293,ETB,Maintenance,Paid
INV0000973,P075883,Person,P095025,Person,2024-06-13,2024-08-26,7635,GBP,Export Fee,Paid
INV0000974,C00300,Company,P049830,Person,2022-11-29,2023-02-23,28563,EUR,Export Fee,Paid
INV0000975,P053818,Person,P024051,Person,2024-07-10,2024-07-26,9533,ETB,Consulting,Pending
INV0000976,P034027,Person,P074224,Person,2024-12-28,2025-02-11,46941,ETB,Logistics,Paid
INV0000977,P066114,Person,P089887,Person,2024-01-02,2024-02-16,44358,ETB,Subscription,Paid
INV0000978,P050944,Person,P052770,Person,2025-08-15,2025-09-01,28898,ETB,Logistics,Paid
INV0000979,P017265,Person,P037230,Person,2023-07-12,2023-09-02,8788,ETB,Professional Services,Overdue
INV0000980,P024302,Person,P085474,Person,2024-03-31,2024-04-24,5439,USD,Subscription,Paid
INV0000981,P005299,Person,P075898,Person,2022-08-17,2022-09-12,3468,ETB,Import Duty,Pending
INV0000982,P033549,Person,P094436,Person,2025-11-18,2026-01-12,42549,ETB,Subscription,Paid
INV0000983,P028478,Person,P057415,Person,2024-02-12,2024-02-27,30732,ETB,Training,Paid
INV0000984,P031208,Person,P023416,Person,2025-02-14,2025-04-14,5245,ETB,Professional Services,Paid
INV0000985,P037822,Person,P086905,Person,2024-12-10,2025-02-08,3222,ETB,Equipment Supply,Pending
INV0000986,P089008,Person,P095756,Person,2025-01-04,2025-03-22,18133,ETB,Maintenance,Overdue
INV0000987,P060138,Person,P014714,Person,2023-06-18,2023-08-31,123803,ETB,Training,Paid
INV0000988,P070922,Person,P050748,Person,2023-05-23,2023-06-22,16753,ETB,Software Development,Paid
INV0000989,P070589,Person,P073659,Person,2022-06-01,2022-07-31,60263,ETB,Import Duty,Pending
INV0000990,P067841,Person,P062717,Person,2024-11-08,2024-11-29,1429,EUR,Professional Services,Pending
INV0000991,P012103,Person,P027806,Person,2022-08-01,2022-08-14,123634,ETB,Consulting,Paid
INV0000992,P065473,Person,P001579,Person,2022-08-06,2022-10-18,142897,ETB,Export Fee,Paid
INV0000993,P015528,Person,P014348,Person,2024-09-04,2024-09-21,39358,ETB,Export Fee,Paid
INV0000994,P024416,Person,P075135,Person,2023-03-02,2023-04-20,3813,ETB,Equipment Supply,Paid
INV0000995,P009798,Person,P055632,Person,2023-04-03,2023-06-21,2559,ETB,Training,Overdue
INV0000996,P073893,Person,C08742,Company,2024-10-09,2024-11-19,8869,ETB,Subscription,Paid
INV0000997,P071616,Person,P030470,Person,2023-03-08,2023-05-13,22205,ETB,Software Development,Paid
INV0000998,P025978,Person,P008434,Person,2022-07-29,2022-10-15,1970,ETB,Software Development,Pending
INV0000999,P053208,Person,P053782,Person,2025-01-13,2025-01-29,9424,EUR,Import Duty,Paid
INV0001000,P054126,Person,P017466,Person,2024-07-23,2024-09-16,234880,GBP,Import Duty,Pending
