relationship_id,source_type,source_id,relationship_type,target_type,target_id,start_time,end_time,confidence
REL0000777,Account,ACC0101584,supplier_customer,Account,ACC0046892,2025-01-22T17:49:50.055680,,0.902
REL0000778,Account,ACC0105546,shared_device,Person,P071485,2025-05-18T00:25:54.400893,,0.3958
REL0000779,Account,ACC0041136,shared_device,Person,P096311,2022-05-29T22:53:05.597407,,0.4428
REL0000780,Account,ACC0018474,family,Account,ACC0113409,2023-03-06T04:41:43.471055,2024-03-30T22:07:05.529243,0.4086
REL0000781,Account,ACC0071290,joint_account,Account,ACC0035028,2023-07-20T16:27:30.550714,2023-11-27T07:59:51.656905,0.6493
REL0000782,Person,P064016,counterpart,Person,P033496,2025-06-03T00:39:01.405146,,0.6555
REL0000783,Person,P084540,family,Account,ACC0123647,2022-03-27T04:04:37.516399,2023-06-30T12:00:43.340545,0.6531
REL0000784,Account,ACC0015408,shared_address,Person,P050305,2024-06-11T14:33:18.224768,,0.9214
REL0000785,Account,ACC0076416,guarantor,Account,ACC0010420,2022-12-03T03:19:51.502322,,0.3239
REL0000786,Person,P078649,shared_device,Person,P002466,2025-06-02T05:15:48.718450,,0.3586
REL0000787,Company,C01172,joint_account,Person,P014088,2024-06-19T06:59:32.698763,,0.9197
REL0000788,Account,ACC0107003,business_partner,Person,P076881,2024-01-01T01:57:21.265210,,0.3406
REL0000789,Account,ACC0149465,family,Account,ACC0031867,2025-07-27T13:47:18.237333,,0.3254
REL0000790,Account,ACC0013931,shared_device,Account,ACC0044910,2024-01-14T08:35:17.357119,,0.4351
REL0000791,Account,ACC0039752,business_partner,Account,ACC0060216,2022-02-01T16:18:53.393223,,0.6486
REL0000792,Person,P086101,guarantor,Account,ACC0045049,2024-07-11T19:35:24.017559,,0.9013
REL0000793,Account,ACC0094016,employer_employee,Person,P071422,2023-08-10T21:14:02.101015,,0.7931
REL0000794,Person,P068097,shared_device,Person,P059494,2025-02-25T08:58:05.810753,,0.372
REL0000795,Account,ACC0027088,counterpart,Account,ACC0140783,2025-07-11T04:56:21.984242,,0.912
REL0000796,Account,ACC0089595,shared_address,Account,ACC0093177,2025-08-19T05:08:14.440184,,0.7498
REL0000797,Account,ACC0086107,supplier_customer,Account,ACC0110317,2025-09-19T21:57:34.771656,,0.9075
REL0000798,Account,ACC0138123,shared_device,Account,ACC0099564,2024-07-28T17:19:38.217099,,0.4395
REL0000799,Person,P038214,counterpart,Person,P058483,2023-08-03T06:40:00.989691,,0.6027
REL0000800,Account,ACC0072612,guarantor,Person,P040410,2023-12-07T10:03:20.876426,,0.6152
REL0000801,Account,ACC0021275,joint_account,Account,ACC0049682,2023-03-29T01:03:52.107723,,0.3956
REL0000802,Account,ACC0070546,shared_device,Account,ACC0137157,2023-12-04T23:17:13.083017,,0.6734
REL0000803,Account,ACC0076495,shared_device,Account,ACC0009109,2022-07-26T17:39:06.808926,,0.6518
REL0000804,Person,P072788,guarantor,Person,P008528,2023-05-02T11:31:05.812531,,0.8946
REL0000805,Account,ACC0125204,referral,Account,ACC0017228,2025-05-22T16:18:08.245417,,0.8106
REL0000806,Account,ACC0032668,counterpart,Person,P053105,2023-10-29T01:21:38.582129,2024-09-08T02:36:07.664557,0.5779
REL0000807,Person,P012172,joint_account,Account,ACC0002954,2025-01-16T13:34:35.108604,,0.8327
REL0000808,Person,P019731,family,Person,P050855,2025-01-20T12:32:06.213580,,0.4851
REL0000809,Person,P088526,joint_account,Account,ACC0052881,2024-12-12T19:00:59.409828,,0.3021
REL0000810,Account,ACC0027896,business_partner,Person,P021750,2025-08-04T17:29:52.193386,,0.5931
REL0000811,Account,ACC0030393,employer_employee,Person,P014660,2025-07-12T03:50:42.270969,,0.8822
REL0000812,Account,ACC0067264,employer_employee,Person,P005402,2024-06-20T01:44:29.986766,2025-02-26T23:41:12.676005,0.9485
REL0000813,Account,ACC0073007,business_partner,Person,P026554,2025-07-05T06:34:16.079443,,0.701
REL0000814,Account,ACC0003250,supplier_customer,Person,P015522,2024-06-28T11:31:45.129020,,0.5255
REL0000815,Person,P027788,family,Account,ACC0100852,2022-12-24T20:10:37.209418,,0.475
REL0000816,Person,P008689,employer_employee,Account,ACC0087149,2025-03-06T22:09:43.833786,,0.4474
REL0000817,Account,ACC0113030,shared_device,Account,ACC0093665,2024-08-20T02:03:16.650121,2025-12-02T02:47:16.823902,0.7548
REL0000818,Person,P045040,shared_device,Account,ACC0076930,2025-03-18T00:01:00.903586,,0.8347
REL0000819,Account,ACC0065240,referral,Account,ACC0099398,2024-05-30T04:28:18.514733,,0.8039
REL0000820,Account,ACC0100676,supplier_customer,Company,C05583,2025-02-07T10:24:54.322109,2025-12-09T18:25:05.629797,0.5854
REL0000821,Person,P024985,family,Account,ACC0131527,2024-10-05T16:32:54.063470,,0.423
REL0000822,Person,P023825,shared_address,Person,P033930,2022-06-13T18:22:03.283475,,0.6173
REL0000823,Person,P003696,shared_address,Account,ACC0080870,2025-04-13T13:52:03.531405,,0.8191
REL0000824,Account,ACC0145287,shared_device,Account,ACC0104570,2023-03-05T17:05:53.704756,2024-02-01T08:25:23.470571,0.9821
REL0000825,Person,P041137,family,Person,P096429,2024-07-23T13:42:08.070318,2025-05-01T03:26:37.158771,0.8085
REL0000826,Account,ACC0124570,supplier_customer,Person,P095611,2025-07-18T04:29:27.142818,,0.8111
REL0000827,Person,P092145,business_partner,Account,ACC0085537,2024-10-07T02:49:56.919586,,0.9788
REL0000828,Account,ACC0111549,supplier_customer,Person,P093058,2022-02-23T03:47:38.746477,2022-11-17T07:24:39.558198,0.4343
REL0000829,Account,ACC0004684,counterpart,Account,ACC0116491,2025-10-23T08:19:52.592830,2025-12-07T20:51:07.005748,0.9575
REL0000830,Person,P029500,guarantor,Person,P036970,2025-03-31T02:07:04.145280,,0.4985
REL0000831,Account,ACC0069673,shared_address,Person,P025021,2024-06-25T14:16:28.052912,,0.5499
REL0000832,Person,P034349,shared_device,Person,P092494,2025-12-15T05:11:34.462284,,0.6087
REL0000833,Account,ACC0029674,supplier_customer,Person,P004312,2023-04-10T20:53:35.629373,2025-06-08T00:18:01.346151,0.6618
REL0000834,Person,P088351,family,Company,C02396,2023-08-01T03:24:32.624820,,0.3883
REL0000835,Account,ACC0086641,shared_address,Account,ACC0031866,2023-06-10T09:20:07.423474,,0.395
REL0000836,Account,ACC0003369,employer_employee,Account,ACC0141086,2022-07-31T20:24:36.406746,,0.5914
REL0000837,Person,P005295,supplier_customer,Account,ACC0140602,2023-10-21T00:10:08.011529,,0.4434
REL0000838,Person,P087042,guarantor,Account,ACC0076752,2023-04-09T19:35:55.975355,,0.889
REL0000839,Account,ACC0057996,guarantor,Account,ACC0045052,2024-07-09T13:08:20.043982,,0.975
REL0000840,Person,P061814,family,Person,P020831,2023-08-01T19:33:15.244697,,0.474
REL0000841,Person,P080090,counterpart,Account,ACC0071998,2025-01-19T15:16:53.655941,,0.3305
REL0000842,Person,P001058,family,Account,ACC0116800,2022-11-09T06:02:41.448109,,0.5255
REL0000843,Person,P070123,supplier_customer,Account,ACC0133969,2022-11-22T13:42:38.765165,,0.6395
REL0000844,Account,ACC0055140,shared_address,Person,P091568,2025-01-09T21:56:59.305459,,0.6102
REL0000845,Account,ACC0090999,counterpart,Account,ACC0000195,2022-09-11T15:34:52.879006,2022-10-05T17:29:40.742067,0.6581
REL0000846,Account,ACC0069962,business_partner,Person,P030010,2025-10-05T22:32:51.041822,,0.8332
REL0000847,Account,ACC0141279,shared_device,Account,ACC0021901,2022-12-16T17:47:55.912849,,0.5865
REL0000848,Account,ACC0145392,employer_employee,Person,P092793,2025-12-17T19:38:25.916539,,0.7091
REL0000849,Person,P075505,counterpart,Person,P023461,2024-05-10T17:12:52.162377,,0.654
REL0000850,Person,P042843,family,Person,P073830,2024-12-01T22:25:08.921908,,0.4823
REL0000851,Account,ACC0136098,family,Company,C01840,2023-04-14T19:54:16.226348,2024-08-30T10:22:19.908273,0.9786
REL0000852,Company,C09779,shared_address,Person,P069052,2024-03-01T09:02:05.618167,,0.4735
REL0000853,Account,ACC0080535,family,Person,P033321,2025-11-02T16:23:00.391258,,0.4662
REL0000854,Person,P094707,supplier_customer,Account,ACC0103583,2025-05-23T10:17:59.718968,,0.8059
REL0000855,Person,P020415,shared_address,Account,ACC0035522,2023-06-28T07:39:34.279580,,0.4192
REL0000856,Account,ACC0058360,referral,Account,ACC0122832,2024-04-25T11:34:53.065269,,0.8254
REL0000857,Account,ACC0070730,shared_address,Person,P036210,2025-03-12T10:35:50.670957,,0.8208
REL0000858,Account,ACC0042509,business_partner,Account,ACC0090916,2024-04-15T12:02:02.259704,,0.3424
REL0000859,Person,P068872,counterpart,Person,P068221,2024-08-23T13:32:12.023078,,0.5767
REL0000860,Person,P088590,employer_employee,Person,P083301,2023-06-15T23:01:58.147752,,0.3794
REL0000861,Person,P045420,business_partner,Person,P090302,2025-03-31T15:01:58.217680,,0.3789
REL0000862,Company,C09729,shared_device,Account,ACC0014331,2025-08-23T13:26:58.748174,,0.5513
REL0000863,Person,P063071,family,Account,ACC0145802,2025-12-08T12:45:12.581721,,0.6463
REL0000864,Person,P089122,guarantor,Account,ACC0097778,2023-07-20T06:14:10.094759,2025-07-26T18:41:42.836083,0.4541
REL0000865,Person,P064057,guarantor,Account,ACC0141398,2024-04-05T19:11:07.948012,,0.4214
REL0000866,Person,P010441,guarantor,Account,ACC0018157,2024-08-18T04:42:48.331481,,0.9395
REL0000867,Person,P058706,counterpart,Account,ACC0027864,2024-07-30T02:07:13.686671,,0.6671
REL0000868,Company,C00523,employer_employee,Account,ACC0036923,2024-12-26T17:04:40.329973,,0.3932
REL0000869,Person,P007482,supplier_customer,Person,P014530,2024-02-27T18:33:44.787548,,0.3144
REL0000870,Person,P086659,guarantor,Person,P060662,2024-07-17T10:16:07.628430,,0.9095
REL0000871,Person,P071130,guarantor,Account,ACC0107221,2025-01-06T04:18:34.287034,2025-09-10T13:49:34.261228,0.7203
REL0000872,Company,C00261,joint_account,Account,ACC0011481,2023-01-02T09:33:50.483366,,0.6797
REL0000873,Account,ACC0135770,business_partner,Person,P080748,2025-06-09T17:56:04.615080,,0.3049
REL0000874,Account,ACC0144705,supplier_customer,Company,C07314,2023-05-23T10:44:36.163703,,0.5847
REL0000875,Account,ACC0003462,guarantor,Person,P079612,2023-07-22T09:58:46.993436,2024-07-22T02:32:24.113328,0.5811
REL0000876,Person,P000688,joint_account,Company,C06399,2025-11-09T21:10:22.875080,,0.7326
REL0000877,Account,ACC0113198,referral,Person,P016839,2023-07-28T23:49:38.033528,,0.3231
REL0000878,Account,ACC0037548,business_partner,Account,ACC0068777,2024-02-09T13:31:30.990359,,0.38
REL0000879,Account,ACC0108235,referral,Account,ACC0068154,2025-09-12T22:05:33.153362,2025-10-17T09:33:37.628041,0.3343
REL0000880,Person,P036636,referral,Account,ACC0025704,2023-03-11T19:18:20.608948,,0.9203
REL0000881,Person,P022499,joint_account,Person,P058860,2025-08-19T07:46:25.924765,,0.4691
REL0000882,Account,ACC0078038,shared_device,Company,C02120,2024-11-01T05:46:26.852545,2025-06-23T00:11:15.688486,0.6276
REL0000883,Account,ACC0133639,family,Person,P091745,2025-06-12T09:07:55.193556,2025-12-03T15:14:51.299231,0.7112
REL0000884,Person,P035793,family,Account,ACC0084046,2023-06-26T07:28:38.996950,,0.9364
REL0000885,Account,ACC0113649,business_partner,Account,ACC0060939,2023-09-19T06:59:22.984890,,0.8883
REL0000886,Company,C00636,supplier_customer,Person,P039228,2023-10-03T06:43:54.736618,2024-02-23T01:29:00.830523,0.7368
REL0000887,Account,ACC0053757,guarantor,Person,P056174,2023-08-12T08:42:12.947106,,0.5242
REL0000888,Account,ACC0119665,counterpart,Person,P069054,2025-05-28T15:47:25.467645,2025-09-06T00:28:44.294655,0.6413
REL0000889,Person,P054360,family,Person,P003974,2022-07-06T19:05:06.255865,,0.8498
REL0000890,Account,ACC0025901,employer_employee,Person,P085842,2025-07-01T02:53:57.737196,2025-10-01T19:11:19.286429,0.9179
REL0000891,Account,ACC0030341,family,Account,ACC0142701,2025-06-24T12:41:51.096476,,0.6435
REL0000892,Person,P085246,shared_device,Account,ACC0107817,2025-09-04T22:20:53.545576,,0.5707
REL0000893,Account,ACC0110776,employer_employee,Account,ACC0009528,2022-01-02T11:46:12.241460,,0.3752
REL0000894,Person,P081774,business_partner,Account,ACC0076084,2024-09-04T11:00:02.275933,,0.7251
REL0000895,Account,ACC0098115,joint_account,Person,P090243,2025-04-24T22:36:55.412321,,0.5395
REL0000896,Account,ACC0062602,shared_address,Account,ACC0142723,2024-06-30T08:08:43.971367,2025-01-17T14:45:35.727804,0.5509
REL0000897,Person,P052058,guarantor,Person,P030016,2022-03-18T03:31:59.172856,,0.8328
REL0000898,Account,ACC0086423,family,Account,ACC0103355,2023-12-06T13:00:20.716238,2025-04-29T20:35:43.830897,0.9527
REL0000899,Person,P021868,referral,Company,C04738,2022-12-03T15:20:26.457527,,0.4644
REL0000900,Account,ACC0106299,counterpart,Account,ACC0106792,2025-03-31T11:42:40.570907,,0.4863
REL0000901,Account,ACC0087453,joint_account,Account,ACC0038961,2024-12-30T05:33:47.230511,,0.901
REL0000902,Company,C01150,joint_account,Person,P095620,2025-11-27T20:26:36.283662,2025-12-26T00:31:52.332832,0.4633
REL0000903,Account,ACC0120847,counterpart,Account,ACC0105903,2022-08-24T06:38:10.251960,,0.9342
REL0000904,Company,C00122,employer_employee,Company,C04506,2022-07-07T10:57:31.853907,,0.9732
REL0000905,Person,P077655,employer_employee,Account,ACC0103944,2024-10-13T07:47:10.220051,,0.8887
REL0000906,Person,P010387,shared_address,Person,P049052,2025-06-05T05:27:27.918433,,0.6296
REL0000907,Account,ACC0014162,family,Account,ACC0144076,2022-10-10T10:42:36.007529,,0.7967
REL0000908,Account,ACC0136609,supplier_customer,Person,P083647,2023-11-11T21:29:25.339928,,0.3427
REL0000909,Account,ACC0074302,family,Person,P057286,2023-05-28T03:03:24.190618,2023-11-08T09:57:59.367472,0.9481
REL0000910,Account,ACC0085508,employer_employee,Person,P016107,2023-01-10T04:06:06.874720,,0.7679
REL0000911,Account,ACC0025200,shared_address,Person,P044519,2023-08-24T01:41:44.780869,,0.9426
REL0000912,Account,ACC0079231,shared_device,Account,ACC0106147,2023-08-03T08:44:18.557958,,0.4723
REL0000913,Account,ACC0063723,guarantor,Person,P091130,2023-07-07T03:09:51.687081,2024-03-21T07:31:53.496102,0.4799
REL0000914,Account,ACC0042028,counterpart,Person,P008128,2022-12-23T11:21:35.196446,,0.8267
REL0000915,Account,ACC0037991,shared_address,Account,ACC0038092,2022-08-10T15:20:40.769888,,0.8256
REL0000916,Account,ACC0093989,guarantor,Person,P009025,2022-06-05T03:40:04.846149,,0.7495
REL0000917,Account,ACC0013041,referral,Person,P065293,2024-03-28T17:31:44.367821,,0.804
REL0000918,Person,P041460,joint_account,Account,ACC0139206,2022-05-02T01:28:27.683359,,0.4789
REL0000919,Account,ACC0042476,family,Account,ACC0090200,2023-12-31T06:16:12.707972,,0.4972
REL0000920,Account,ACC0031672,business_partner,Account,ACC0108833,2024-10-21T11:05:23.365359,2025-02-21T16:05:03.145916,0.4496
REL0000921,Account,ACC0090185,business_partner,Person,P093717,2024-04-02T00:28:49.498798,,0.9017
REL0000922,Account,ACC0056199,referral,Account,ACC0043413,2023-07-23T08:08:07.725832,,0.5372
REL0000923,Person,P012352,referral,Account,ACC0103535,2025-01-15T01:23:01.978600,2025-10-19T07:41:25.538234,0.9614
REL0000924,Account,ACC0064527,supplier_customer,Account,ACC0027583,2023-10-17T02:31:04.253634,,0.4779
REL0000925,Person,P064139,shared_device,Person,P039985,2022-06-13T05:03:37.376525,,0.8768
REL0000926,Account,ACC0110770,family,Company,C08468,2024-01-31T14:29:26.607732,,0.5322
REL0000927,Account,ACC0043189,shared_address,Person,P025495,2024-08-19T16:58:50.481571,,0.8643
REL0000928,Account,ACC0129858,shared_address,Account,ACC0015518,2025-12-07T18:47:33.896019,,0.6196
REL0000929,Account,ACC0115897,counterpart,Account,ACC0146859,2025-04-10T09:36:57.685409,2025-11-19T23:08:28.559639,0.4896
REL0000930,Account,ACC0039069,counterpart,Company,C07434,2024-03-12T00:46:36.078953,,0.943
REL0000931,Person,P043865,shared_device,Person,P000782,2024-04-19T19:50:49.892592,2025-08-24T01:44:50.081625,0.959
REL0000932,Company,C07979,family,Account,ACC0097067,2023-05-15T14:11:35.801742,2024-12-03T10:38:37.913738,0.323
REL0000933,Account,ACC0070395,shared_device,Person,P028075,2022-08-01T23:01:26.118909,,0.8663
REL0000934,Person,P083415,shared_address,Account,ACC0067951,2023-06-22T12:47:56.277531,,0.4276
REL0000935,Account,ACC0104955,supplier_customer,Account,ACC0021431,2022-05-09T16:07:52.727351,,0.9434
REL0000936,Person,P055215,shared_address,Account,ACC0064549,2025-12-23T14:56:48.859445,2025-12-25T01:13:36.848554,0.802
REL0000937,Account,ACC0036884,family,Account,ACC0046156,2023-08-20T13:58:58.675913,,0.5285
REL0000938,Account,ACC0083607,supplier_customer,Account,ACC0087215,2023-08-04T15:41:10.127814,,0.5333
REL0000939,Person,P030763,guarantor,Person,P007104,2023-05-12T13:45:17.544208,,0.3629
REL0000940,Account,ACC0082420,family,Person,P070372,2024-04-03T09:59:55.418983,2025-04-06T15:05:40.501405,0.707
REL0000941,Person,P090639,business_partner,Account,ACC0135367,2023-03-30T20:43:39.632555,,0.9786
REL0000942,Person,P045301,counterpart,Person,P067372,2022-03-17T08:29:27.398556,,0.6166
REL0000943,Account,ACC0086385,joint_account,Account,ACC0012592,2024-04-17T03:50:16.173913,,0.8073
REL0000944,Account,ACC0009753,shared_address,Account,ACC0134164,2025-12-25T22:31:12.296159,,0.5656
REL0000945,Account,ACC0068642,family,Person,P087392,2025-06-09T10:12:15.353340,,0.9327
REL0000946,Person,P097349,employer_employee,Person,P024794,2024-12-19T07:44:44.808598,,0.8613
REL0000947,Account,ACC0053373,shared_device,Person,P067812,2024-02-03T01:00:14.976723,,0.5533
REL0000948,Person,P088217,guarantor,Account,ACC0008722,2024-07-28T07:03:52.725082,2025-02-27T13:22:02.893789,0.9543
REL0000949,Person,P013728,shared_address,Person,P034326,2023-03-08T23:10:46.308134,2024-02-27T04:07:20.594375,0.8231
REL0000950,Account,ACC0100093,family,Company,C06928,2022-03-26T01:06:44.944065,,0.6261
REL0000951,Account,ACC0070042,shared_device,Account,ACC0001245,2023-06-23T21:10:23.166157,,0.6595
REL0000952,Person,P062982,shared_address,Account,ACC0128001,2023-11-29T11:06:38.899168,,0.5924
REL0000953,Account,ACC0052035,family,Account,ACC0135010,2024-07-13T16:41:22.066206,,0.3058
REL0000954,Account,ACC0054684,supplier_customer,Account,ACC0057559,2023-11-07T00:44:31.638311,,0.8965
REL0000955,Person,P030117,family,Account,ACC0081867,2023-01-23T03:18:50.233267,2023-12-19T09:24:51.773504,0.6438
REL0000956,Account,ACC0123531,employer_employee,Person,P038633,2025-11-15T00:15:24.731029,,0.8542
REL0000957,Account,ACC0097422,joint_account,Account,ACC0123385,2025-06-04T08:02:43.091472,,0.4692
REL0000958,Account,ACC0058824,business_partner,Person,P026588,2024-10-27T01:44:31.568959,2025-08-17T19:20:29.966343,0.7141
REL0000959,Account,ACC0136678,business_partner,Person,P078936,2025-05-17T06:28:01.282948,,0.3466
REL0000960,Account,ACC0035799,counterpart,Company,C08912,2025-06-16T09:38:19.725451,2025-09-07T14:14:40.804433,0.3025
REL0000961,Account,ACC0057268,supplier_customer,Account,ACC0120656,2022-03-14T17:37:15.748682,2023-01-28T21:24:02.895152,0.8225
REL0000962,Person,P016598,business_partner,Account,ACC0036467,2025-07-23T01:12:59.021111,2025-10-22T17:48:21.579227,0.7828
REL0000963,Account,ACC0061568,family,Person,P042768,2022-09-01T12:51:43.347452,,0.9841
REL0000964,Account,ACC0136613,family,Person,P075600,2023-02-26T05:03:12.275955,,0.9042
REL0000965,Person,P012455,shared_address,Person,P025215,2022-12-17T19:20:22.992101,,0.4984
REL0000966,Company,C04586,supplier_customer,Account,ACC0082667,2022-06-16T03:38:50.545311,,0.9122
REL0000967,Account,ACC0106312,supplier_customer,Person,P044969,2025-03-25T05:06:25.357117,,0.5025
REL0000968,Person,P086748,employer_employee,Account,ACC0083194,2025-10-09T05:08:58.111481,,0.4259
REL0000969,Person,P026348,supplier_customer,Account,ACC0082996,2022-05-13T08:31:12.140790,,0.5109
REL0000970,Person,P069886,joint_account,Account,ACC0047558,2025-08-28T04:39:11.398460,2025-10-20T13:56:01.972236,0.426
REL0000971,Person,P085008,business_partner,Account,ACC0069853,2022-12-10T20:41:31.722497,,0.8901
REL0000972,Account,ACC0045200,joint_account,Account,ACC0021813,2024-12-21T20:45:17.174177,2024-12-27T20:27:14.713376,0.4213
REL0000973,Account,ACC0039830,counterpart,Person,P092770,2024-04-17T07:51:03.489913,,0.9758
REL0000974,Person,P051921,shared_address,Account,ACC0024257,2025-04-04T10:17:14.824477,,0.405
REL0000975,Account,ACC0046932,counterpart,Account,ACC0078994,2022-02-11T09:50:42.929833,,0.3453
REL0000976,Account,ACC0077055,family,Account,ACC0043171,2025-03-28T16:56:44.964352,,0.7439
REL0000977,Account,ACC0130518,counterpart,Account,ACC0142681,2023-10-30T15:28:19.331420,,0.7131
REL0000978,Account,ACC0146559,family,Account,ACC0073804,2024-06-29T18:22:14.325283,2024-08-15T23:07:31.413663,0.666
REL0000979,Account,ACC0095513,business_partner,Account,ACC0062632,2025-07-02T07:30:39.395330,,0.3531
REL0000980,Account,ACC0010252,family,Account,ACC0073263,2024-04-22T18:49:19.275940,,0.9912
REL0000981,Account,ACC0105656,employer_employee,Person,P014356,2022-02-07T08:56:45.376737,,0.8231
REL0000982,Account,ACC0046147,business_partner,Account,ACC0131138,2023-01-29T08:54:16.119261,,0.5895
REL0000983,Account,ACC0141706,shared_device,Person,P062657,2022-07-15T07:07:58.524259,,0.5089
REL0000984,Person,P024688,shared_device,Person,P027717,2024-04-25T07:09:41.593366,,0.3797
REL0000985,Account,ACC0119859,guarantor,Account,ACC0050016,2022-08-07T03:58:25.756738,2025-06-20T00:22:46.343473,0.4219
REL0000986,Person,P086145,counterpart,Person,P058391,2023-08-28T13:15:28.624287,2024-11-10T04:43:53.840455,0.4392
REL0000987,Account,ACC0136953,employer_employee,Person,P052707,2023-05-04T18:38:44.913935,,0.6871
REL0000988,Person,P030095,guarantor,Person,P025572,2025-04-15T05:59:34.748638,,0.7868
REL0000989,Account,ACC0017066,supplier_customer,Person,P083592,2023-03-19T06:48:51.993780,2024-08-13T00:12:56.351896,0.6642
REL0000990,Account,ACC0126950,employer_employee,Account,ACC0085791,2022-02-21T05:17:20.153060,,0.4826
REL0000991,Account,ACC0072908,employer_employee,Person,P014836,2023-10-18T00:05:44.236420,,0.8854
REL0000992,Person,P050109,employer_employee,Account,ACC0144323,2024-12-04T22:36:06.352301,,0.8306
REL0000993,Person,P047494,referral,Account,ACC0025355,2025-12-02T01:53:59.606642,2025-12-21T20:44:10.910145,0.7812
REL0000994,Company,C00319,guarantor,Account,ACC0018253,2022-04-10T02:16:51.676486,,0.5967
REL0000995,Account,ACC0001277,shared_address,Person,P082613,2025-10-12T17:46:08.303966,,0.8341
REL0000996,Person,P027134,shared_device,Person,P021830,2023-03-22T19:39:02.292927,,0.4265
REL0000997,Account,ACC0028916,supplier_customer,Person,P083419,2025-02-28T17:45:33.836060,,0.522
REL0000998,Account,ACC0068076,employer_employee,Person,P051008,2025-12-12T18:55:04.725641,2025-12-28T17:41:25.660383,0.833
REL0000999,Person,P080774,supplier_customer,Person,P025529,2024-10-26T13:35:28.411715,,0.774
REL0001000,Account,ACC0029139,shared_address,Account,ACC0035286,2022-07-24T22:54:08.126863,,0.8963
